Course Code,Course Title,CRN,Section Type,Time,Days,Instructor,Method
CS 454,Principles of Concurrent Programming,45710,LCD,11:00 AM - 12:15 PM,TR,"Ganchinho de Pina, L; Wiseman, J",Meet on campus
CS 454,Principles of Concurrent Programming,45709,LCD,11:00 AM - 12:15 PM,TR,"Ganchinho de Pina, L; Wiseman, J",Meet on campus
CS 463,Systems Performance and Concurrent Computing,44397,LEC,05:00 PM - 06:15 PM,TR,"Eriksson, J; Zhong, W",Meet on campus
CS 463,Systems Performance and Concurrent Computing,44396,LEC,05:00 PM - 06:15 PM,TR,"Eriksson, J; Zhong, W",Meet on campus
CS 466,Computer Architecture,26694,LCD,09:30 AM - 10:45 AM,TR,"Zhu, Z",Meet on campus
CS 466,Computer Architecture,26695,LCD,09:30 AM - 10:45 AM,TR,"Zhu, Z",Meet on campus
CS 472,Provably Correct Programming,47406,LCD,02:00 PM - 03:15 PM,MW,"Ding, C; Mansky, W",Meet on campus
CS 472,Provably Correct Programming,47407,LCD,02:00 PM - 03:15 PM,MW,"Ding, C; Mansky, W",Meet on campus
CS 473,Compiler Design,47733,LCD,ARRANGED,,"Stephens, J",
CS 473,Compiler Design,39849,LCD,03:30 PM - 04:45 PM,TR,"Solworth, J",Meet on campus
CS 473,Compiler Design,39850,LCD,03:30 PM - 04:45 PM,TR,"Solworth, J",Meet on campus
CS 474,Object-Oriented Languages and Environments,38617,LCD,03:30 PM - 04:45 PM,MW,"Buy, U; Fanapour, J",Meet on campus
CS 474,Object-Oriented Languages and Environments,38616,LCD,03:30 PM - 04:45 PM,MW,"Buy, U; Fanapour, J",Meet on campus
CS 478,Software Development for Mobile Platforms,37633,LCD,12:30 PM - 01:45 PM,MW,"Buy, U; Dasgupta, A; Rane, S",Meet on campus
CS 478,Software Development for Mobile Platforms,37634,LCD,12:30 PM - 01:45 PM,MW,"Buy, U; Dasgupta, A; Rane, S",Meet on campus
CS 478,Software Development for Mobile Platforms,47736,LCD,ARRANGED,,"Stephens, J",
CS 480,Database Systems,43455,LCD,05:00 PM - 06:15 PM,TR,"Badve, H; Erfanian Dabbaq, M; Glavic, B",On campus and online
CS 480,Database Systems,43454,LCD,05:00 PM - 06:15 PM,TR,"Badve, H; Erfanian Dabbaq, M; Glavic, B",On campus and online
CS 480,Database Systems,17438,LCD,11:00 AM - 12:15 PM,MW,"Badve, H; Farajzadeh, A; Hayes, D",Meet on campus
CS 480,Database Systems,19171,LCD,11:00 AM - 12:15 PM,MW,"Badve, H; Farajzadeh, A; Hayes, D",Meet on campus
CS 487,Building Secure Computer Systems,47734,LCD,ARRANGED,,"Stephens, J",
CS 488,Introduction to Cryptography,47735,LEC,ARRANGED,,"Stephens, J",
CS 491,Seminar,38500,LCD,ARRANGED,,"Di Eugenio, B",Meet online at set times
CS 494,Special Topics in Computer Science,42278,LCD,09:30 AM - 10:45 AM,MW,"Shweta, S",Meet on campus
CS 494,Special Topics in Computer Science,42289,LCD,09:30 AM - 10:45 AM,MW,"Shweta, S",Meet on campus
CS 494,Special Topics in Computer Science,42280,LCD,02:00 PM - 03:15 PM,TR,"Papka, M",Meet on campus
CS 494,Special Topics in Computer Science,42281,LCD,02:00 PM - 03:15 PM,TR,"Papka, M",Meet on campus
CS 499,Professional Development Seminar,30640,LCD,ARRANGED,,"Bell, J",Online with deadlines
CS 501,Computer Algorithms II,33788,LCD,09:00 AM - 09:50 AM,MWF,"Reyzin, L",Meet on campus
CS 511,Artificial Intelligence II,17442,LCD,10:00 AM - 10:50 AM,MWF,"Gmytrasiewicz, P",Meet on campus
CS 516,Responsible Data Science and Algorithmic Fairness,47582,LCD,05:00 PM - 06:15 PM,MW,"Asudeh, A",Meet on campus
CS 518,Deep Learning for Computer Vision,45598,LEC,02:00 PM - 03:15 PM,MW,"Ravi, S",Meet on campus
CS 521,Statistical Natural Language Processing,43232,LCD,09:30 AM - 10:45 AM,TR,"Parde, N",Meet on campus
CS 528,Virtual Reality,36788,LCD,03:30 PM - 04:45 PM,TR,"Johnson, A",Meet on campus
CS 535,User Experience Research Methods,47491,LCD,03:30 PM - 04:45 PM,MW,"Chattopadhyay, D",Meet on campus
CS 553,Distributed Computing Systems,31243,LCD,03:30 PM - 04:45 PM,TR,"Grechanik, M",Meet on campus
CS 566,Parallel Processing,33563,LCD,12:30 PM - 01:45 PM,TR,"Lan, Z",Meet on campus
CS 568,Advanced Computer Security and Online Privacy,47481,LCD,04:30 PM - 05:45 PM,MW,"Polakis, J",Meet on campus
CS 569,High-Performance Processors and Systems,27021,LCD,11:00 AM - 12:15 PM,TR,"Zhu, Z",Meet on campus
CS 580,Query Processing in Database Systems,47480,LCD,05:00 PM - 06:15 PM,TR,"Sintos, S",Meet on campus
CS 583,Data Mining and Text Mining,25479,LCD,06:00 PM - 08:40 PM,M,"Liu, B",Meet on campus
CS 587,Computer Systems Security,44286,LCD,02:00 PM - 03:15 PM,TR,"Solworth, J",Meet on campus
CS 594,Special Topics,34724,LCD,09:30 AM - 10:45 AM,TR,"Wang, X",Meet on campus
CS 594,Special Topics,33648,LCD,08:00 AM - 09:15 AM,TR,"Cheng, L",Meet on campus
CS 594,Special Topics,33792,LCD,02:00 PM - 03:15 PM,TR,"Chakraborti, A",Meet on campus
