Course Code,Course Title,CRN,Section Type,Time,Days,Instructor,Method
ME 397,Senior Design Il,38597,LCD,ARRANGED,,"Komperda, J",Online Synchronous
ME 397,Senior Design Il,43742,LCD,ARRANGED,,"Alonso, M",Online Synchronous
ME 397,Senior Design Il,37339,LCD,ARRANGED,,"Brown, M",Online Synchronous
ME 408,Intermediate Vibration Theory,31452,LCD,03:30 PM - 04:45 PM,TR,"Shabana, A",Online Asynchronous
ME 408,Intermediate Vibration Theory,31900,LCD,03:30 PM - 04:45 PM,TR,"Shabana, A",Online Asynchronous
ME 413,Dynamics of Mechanical Systems,33269,LCD,12:30 PM - 01:45 PM,TR,"Shabana, A",Online Asynchronous
ME 413,Dynamics of Mechanical Systems,33388,LCD,12:30 PM - 01:45 PM,TR,"Shabana, A",Online Asynchronous
ME 415,Propulsion Theory,33271,LCD,12:30 PM - 01:45 PM,MW,"Brezinsky, K",Online Synchronous
ME 415,Propulsion Theory,33389,LCD,12:30 PM - 01:45 PM,MW,"Brezinsky, K",Online Synchronous
ME 422,"Heating, Ventilation and Air Conditioning",36505,LCD,06:00 PM - 08:30 PM,W,"Ryan, W",Online Asynchronous
ME 422,"Heating, Ventilation and Air Conditioning",36503,LCD,06:00 PM - 08:30 PM,W,"Ryan, W",Online Asynchronous
ME 426,Applied Combustion,31455,LCD,11:00 AM - 12:15 PM,MW,"Aggarwal, S; Scott, S",Online Synchronous
ME 426,Applied Combustion,31903,LCD,11:00 AM - 12:15 PM,MW,"Aggarwal, S; Scott, S",Online Synchronous
ME 428,Numerical Methods in Mechanical Engineering,38133,LCD,01:00 PM - 01:50 PM,MWF,"Komperda, J",Online Synchronous
ME 428,Numerical Methods in Mechanical Engineering,38134,LCD,01:00 PM - 01:50 PM,MWF,"Komperda, J",Online Synchronous
ME 428,Numerical Methods in Mechanical Engineering,15824,LCD,03:00 PM - 03:50 PM,MWF,"Salehi-Khojin, A",Online Synchronous
ME 428,Numerical Methods in Mechanical Engineering,19337,LCD,03:00 PM - 03:50 PM,MWF,"Salehi-Khojin, A",Online Synchronous
ME 445,Interdisciplinary Product Development 2,31457,LCD,02:00 PM - 04:50 PM,M,"Scott, M",Online Synchronous
ME 449,Microdevices and Micromachining Technology,23636,LCD - AS2,09:30 AM - 10:45 AM,TR,"Paprotny, I",Online Synchronous
ME 449,Microdevices and Micromachining Technology,19209,LCD - AS1,09:30 AM - 10:45 AM,TR,"Paprotny, I",Online Synchronous
ME 450,Air Pollution Engineering,30901,LCD,06:00 PM - 08:30 PM,W,"Manafzadeh, S",Online Synchronous
ME 450,Air Pollution Engineering,34696,LCD,06:00 PM - 08:30 PM,W,"Manafzadeh, S",Online Synchronous
ME 481,Additive Manufacturing Process,44620,LCD,03:30 PM - 04:45 PM,TR,"Pan, Y",Online Synchronous
ME 481,Additive Manufacturing Process,44621,LCD,03:30 PM - 04:45 PM,TR,"Pan, Y",Online Synchronous
ME 497,Undergraduate Senior Design Thesis II,40408,LCD,ARRANGED,,"Komperda, J",Online Synchronous
ME 499,Professional Development Seminar,38363,LCD,05:00 PM - 05:50 PM,W,"Reckinger, S",Online Synchronous
ME 501,Advanced Thermodynamics,39399,LCD,12:30 PM - 01:45 PM,TR,"Anand, S",Online Synchronous
ME 511,Mechatronics II,19582,LEC - AL,03:30 PM - 04:20 PM,MW,"Cetin, S",Online Synchronous
ME 512,Automatic Control of Mechanical Systems,33278,LCD,05:00 PM - 06:15 PM,MW,"Cetin, S",Online Synchronous
ME 515,Micro- and Nano-Transport Phenomena,41462,LCD,02:00 PM - 03:15 PM,TR,"Yarin, A",Online Asynchronous
ME 517,Microfluidics: Fundamentals and Applications,44321,LCD,02:00 PM - 03:15 PM,MW,"Xu, J",Online Synchronous
ME 522,Convective Heat Transfer,31460,LCD,04:00 PM - 06:30 PM,M,"Manafzadeh, S",Online Synchronous
ME 541,Microelectronic Fabrication Techniques,22184,LCD,04:30 PM - 05:45 PM,MW,"Feinerman, A",On Campus
ME 594,Current Topics in Mechanical Engineering,36618,LCD,09:30 AM - 10:45 AM,TR,"Jeong, H",Online Asynchronous
ME 594,Current Topics in Mechanical Engineering,15844,LCD,05:00 PM - 06:15 PM,TR,"Mirbod, P",Online Asynchronous
ME 594,Current Topics in Mechanical Engineering,33580,LCD,05:00 PM - 06:15 PM,TR,"Sankaranarayanan, S",Online Synchronous
