Course Code,Course Title,CRN,Section Type,Time,Days,Instructor,Method
CS 401,Computer Algorithms I,39068,LCD,02:00 PM - 03:15 PM,TR,"Jin, W; Sun, X",Meet on campus
CS 401,Computer Algorithms I,39067,LCD,02:00 PM - 03:15 PM,TR,"Jin, W; Sun, X",Meet on campus
CS 401,Computer Algorithms I,35219,LCD,11:00 AM - 12:15 PM,TR,"Advani, R; DasGupta, B",Meet on campus
CS 401,Computer Algorithms I,35218,LCD,11:00 AM - 12:15 PM,TR,"Advani, R; DasGupta, B",Meet on campus
CS 401,Computer Algorithms I,41676,LCD,09:30 AM - 10:45 AM,TR,"Lillis, J",On campus and online
CS 401,Computer Algorithms I,41675,LCD,09:30 AM - 10:45 AM,TR,"Lillis, J",On campus and online
CS 402,Algorithms in Practice,48827,LCD,12:00 PM - 12:50 PM,MWF,"Lillis, J",On campus and online
CS 402,Algorithms in Practice,48828,LCD,12:00 PM - 12:50 PM,MWF,"Lillis, J",On campus and online
CS 411,Artificial Intelligence I,10672,LCD,09:00 AM - 09:50 AM,MWF,"Gmytrasiewicz, P; Wagde, A",Meet on campus
CS 411,Artificial Intelligence I,20266,LCD,09:00 AM - 09:50 AM,MWF,"Gmytrasiewicz, P; Wagde, A",Meet on campus
CS 411,Artificial Intelligence I,42736,LCD,11:00 AM - 12:15 PM,TR,"Ebrahimi, S; Kash, I",Meet on campus
CS 411,Artificial Intelligence I,42737,LCD,11:00 AM - 12:15 PM,TR,"Ebrahimi, S; Kash, I",Meet on campus
CS 415,Computer Vision I,42845,LCD,03:30 PM - 04:45 PM,TR,"Ravi, S; Zou, Z",Meet on campus
CS 415,Computer Vision I,42844,LCD,03:30 PM - 04:45 PM,TR,"Ravi, S; Zou, Z",Meet on campus
CS 418,Introduction to Data Science,44033,LEC,11:00 AM - 12:15 PM,TR,"Gupta, K; Kakkad, J; Medya, S",Meet on campus
CS 418,Introduction to Data Science,44034,LEC,11:00 AM - 12:15 PM,TR,"Gupta, K; Kakkad, J; Medya, S",Meet on campus
CS 418,Introduction to Data Science,42738,LEC,02:00 PM - 02:50 PM,MWF,"Gupta, K; Mehta, D; Ziebart, B",Meet on campus
CS 418,Introduction to Data Science,42739,LEC,02:00 PM - 02:50 PM,MWF,"Gupta, K; Mehta, D; Ziebart, B",Meet on campus
CS 421,Natural Language Processing,43946,LEC,09:30 AM - 10:45 AM,TR,"Parde, N; Shahid, U; Whitehouse, E",Meet on campus
CS 421,Natural Language Processing,43947,LEC,09:30 AM - 10:45 AM,TR,"Parde, N; Shahid, U; Whitehouse, E",Meet on campus
CS 422,User Interface Design and Programming,47232,LCD,12:30 PM - 01:45 PM,TR,"Kerne, A; Nipu, M",Meet on campus
CS 422,User Interface Design and Programming,47233,LCD,12:30 PM - 01:45 PM,TR,"Kerne, A; Nipu, M",Meet on campus
CS 422,User Interface Design and Programming,44137,LCD,03:30 PM - 04:45 PM,TR,"Basuroy, S; Chattopadhyay, D; Sharifi, H",Meet on campus
CS 422,User Interface Design and Programming,44138,LCD,03:30 PM - 04:45 PM,TR,"Basuroy, S; Chattopadhyay, D; Sharifi, H",Meet on campus
CS 424,Visualization and Visual Analytics,33485,LCD,08:00 AM - 09:15 AM,TR,"Kungumaraju, R; Miranda, F; Omar, K",Meet on campus
CS 424,Visualization and Visual Analytics,33484,LCD,08:00 AM - 09:15 AM,TR,"Kungumaraju, R; Miranda, F; Omar, K",Meet on campus
CS 425,Computer Graphics I,38706,LCD - AS,11:00 AM - 12:15 PM,TR,,Meet on campus
CS 425,Computer Graphics I,38721,LCD - AS1,11:00 AM - 12:15 PM,TR,,Meet on campus
CS 426,Video Game Design and Development,41357,LCD,03:30 PM - 06:00 PM,R,,
CS 426,Video Game Design and Development,41358,LCD,03:30 PM - 06:00 PM,R,,
CS 427,Creative Coding,48737,LCD,09:00 AM - 11:40 AM,W,"Johnson, A; Kamleh, F",Meet on campus
CS 427,Creative Coding,48738,LCD,09:00 AM - 11:40 AM,W,"Johnson, A; Kamleh, F",Meet on campus
CS 427,Creative Coding,48739,LCD,01:00 PM - 03:40 PM,W,"Johnson, A; Kamleh, F",Meet on campus
CS 427,Creative Coding,48740,LCD,01:00 PM - 03:40 PM,W,"Johnson, A; Kamleh, F",Meet on campus
CS 428,"Virtual, Augmented and Mixed Reality",43563,LCD,03:30 PM - 04:45 PM,TR,"Johnson, A",Meet on campus
CS 428,"Virtual, Augmented and Mixed Reality",43564,LCD,03:30 PM - 04:45 PM,TR,"Johnson, A",Meet on campus
CS 440,Software Engineering I,38985,LCD,01:00 PM - 01:50 PM,MWF,"Azarhooshang, N; Bell, J; Prasaad, A",Meet on campus
CS 440,Software Engineering I,38984,LCD,01:00 PM - 01:50 PM,MWF,"Azarhooshang, N; Bell, J; Prasaad, A",Meet on campus
CS 440,Software Engineering I,41680,LCD,10:00 AM - 10:50 AM,MWF,,Meet on campus
CS 440,Software Engineering I,41679,LCD,10:00 AM - 10:50 AM,MWF,,Meet on campus
CS 441,Engineering Distributed Objects For Cloud Computing,39826,LCD,02:00 PM - 03:15 PM,TR,"Grechanik, M; Sharma, U",Meet on campus
CS 441,Engineering Distributed Objects For Cloud Computing,39827,LCD,02:00 PM - 03:15 PM,TR,"Grechanik, M; Sharma, U",Meet on campus
CS 442,Software Engineering II,38900,LEC,12:30 PM - 01:45 PM,TR,,
CS 442,Software Engineering II,38901,LEC,12:30 PM - 01:45 PM,TR,,
CS 450,Introduction to Networking,10677,LEC,02:00 PM - 03:15 PM,TR,"Vamanan, B; Vardekar, R",Meet on campus
CS 450,Introduction to Networking,20271,LEC,02:00 PM - 03:15 PM,TR,"Vamanan, B; Vardekar, R",Meet on campus
CS 453,Introduction to Parallel and Distributed Processing,47563,LCD,04:30 PM - 05:45 PM,MW,,Meet on campus
CS 453,Introduction to Parallel and Distributed Processing,47564,LCD,04:30 PM - 05:45 PM,MW,,Meet on campus
CS 461,Operating Systems Design and Implementation,42521,LCD,12:00 PM - 12:50 PM,MWF,"Eriksson, J; Zhong, W",Meet on campus
CS 461,Operating Systems Design and Implementation,43861,LCD,12:00 PM - 12:50 PM,MWF,"Eriksson, J; Zhong, W",Meet on campus
CS 463,Systems Performance and Concurrent Computing,45271,LEC,12:00 PM - 12:50 PM,MWF,,Meet on campus
CS 463,Systems Performance and Concurrent Computing,45270,LEC,12:00 PM - 12:50 PM,MWF,,Meet on campus
CS 466,Computer Architecture,28472,LCD,11:00 AM - 12:15 PM,TR,"Zhu, Z",Meet on campus
CS 466,Computer Architecture,28473,LCD,11:00 AM - 12:15 PM,TR,"Zhu, Z",Meet on campus
CS 468,Network Security,48670,LEC,04:30 PM - 05:45 PM,MW,"Polakis, J; Solomos, K",Meet on campus
CS 468,Network Security,48671,LEC,04:30 PM - 05:45 PM,MW,"Polakis, J; Solomos, K",Meet on campus
CS 473,Compiler Design,47255,LCD,11:00 AM - 12:15 PM,TR,,Meet on campus
CS 473,Compiler Design,47256,LCD,11:00 AM - 12:15 PM,TR,,Meet on campus
CS 474,Object-Oriented Languages and Environments,38902,LCD,12:30 PM - 01:45 PM,TR,"Buy, U; Ding, C; Fanapour, J",Meet on campus
CS 474,Object-Oriented Languages and Environments,38903,LCD,12:30 PM - 01:45 PM,TR,"Buy, U; Ding, C; Fanapour, J",Meet on campus
CS 474,Object-Oriented Languages and Environments,10680,LCD,05:00 PM - 06:15 PM,TR,,Meet on campus
CS 474,Object-Oriented Languages and Environments,20205,LCD,05:00 PM - 06:15 PM,TR,,Meet on campus
CS 475,Object-Oriented Programming,29239,LCD,ARRANGED,,,
CS 476,Programming Language Design,42740,LCD,10:00 AM - 10:50 AM,MWF,"Mansky, W; Wiseman, J",Meet on campus
CS 476,Programming Language Design,42741,LCD,10:00 AM - 10:50 AM,MWF,"Mansky, W; Wiseman, J",Meet on campus
CS 477,"Public Policy, Legal, and Ethical Issues in Computing, Privacy, and Security",48168,LCD,09:30 AM - 10:45 AM,MW,,
CS 477,"Public Policy, Legal, and Ethical Issues in Computing, Privacy, and Security",48169,LCD,09:30 AM - 10:45 AM,MW,,
CS 478,Software Development for Mobile Platforms,41618,LCD,03:30 PM - 04:45 PM,TR,,Meet on campus
CS 478,Software Development for Mobile Platforms,41619,LCD,03:30 PM - 04:45 PM,TR,,Meet on campus
CS 480,Database Systems,10682,LCD,01:00 PM - 01:50 PM,MWF,"Badve, H; Kumar, s; Seyri, A",Meet on campus
CS 480,Database Systems,13947,LCD,01:00 PM - 01:50 PM,MWF,"Badve, H; Kumar, s; Seyri, A",Meet on campus
CS 480,Database Systems,41677,LCD,05:00 PM - 06:15 PM,TR,"Asudeh, A; Erfanian Dabbaq, M; Seyri, A",Meet on campus
CS 480,Database Systems,41678,LCD,05:00 PM - 06:15 PM,TR,"Asudeh, A; Erfanian Dabbaq, M; Seyri, A",Meet on campus
CS 483,Big Data Mining,48743,LCD,03:30 PM - 04:45 PM,TR,"Cheng, L; Whitehouse, E",Meet on campus
CS 483,Big Data Mining,48742,LCD,03:30 PM - 04:45 PM,TR,"Cheng, L; Whitehouse, E",Meet on campus
CS 484,Secure Web Application Development,46593,LCD,03:00 PM - 04:15 PM,MW,"Joshi, S; Kanich, C",Meet on campus
CS 484,Secure Web Application Development,46594,LCD,03:00 PM - 04:15 PM,MW,"Joshi, S; Kanich, C",Meet on campus
CS 487,Building Secure Computer Systems,28124,LCD,03:00 PM - 04:15 PM,MW,"Wang, X",Meet on campus
CS 487,Building Secure Computer Systems,28125,LCD,03:00 PM - 04:15 PM,MW,"Wang, X",Meet on campus
CS 488,Introduction to Cryptography,48841,LEC,09:30 AM - 10:45 AM,MW,"Chakraborti, A",Meet on campus
CS 488,Introduction to Cryptography,48842,LEC,09:30 AM - 10:45 AM,MW,"Chakraborti, A",Meet on campus
CS 489,Human Augmentics,48672,LCD,11:00 AM - 12:15 PM,TR,,Meet on campus
CS 489,Human Augmentics,48673,LCD,11:00 AM - 12:15 PM,TR,,Meet on campus
CS 491,Seminar,41657,LCD,03:00 PM - 04:15 PM,MW,,
CS 491,Seminar,42677,LCD,03:30 PM - 04:45 PM,TR,,
CS 491,Seminar,41667,LCD,03:00 PM - 04:15 PM,MW,,
CS 491,Seminar,26942,LCD,02:00 PM - 05:00 PM,R,,
CS 491,Seminar,27041,LCD,02:00 PM - 05:00 PM,R,,
CS 491,Seminar,38956,LCD,12:30 PM - 01:45 PM,TR,,
CS 491,Seminar,39059,LCD,ARRANGED,,"Di Eugenio, B",Meet on campus
CS 491,Seminar,30285,LCD,11:00 AM - 12:15 PM,TR,,
CS 491,Seminar,38963,LCD,12:30 PM - 01:45 PM,TR,,
CS 491,Seminar,30757,LCD,11:00 AM - 12:15 PM,TR,,
CS 494,Special Topics in Computer Science,44014,LCD,10:00 AM - 10:50 AM,MWF,,Meet on campus
CS 494,Special Topics in Computer Science,44015,LCD,10:00 AM - 10:50 AM,MWF,,Meet on campus
CS 494,Special Topics in Computer Science,43965,LCD,02:00 PM - 04:50 PM,M,,Meet on campus
CS 494,Special Topics in Computer Science,46544,LCD,02:00 PM - 04:50 PM,M,,Meet on campus
CS 499,Professional Development Seminar,32402,LCD,ARRANGED,,"Bell, J",On campus and online
CS 501,Computer Algorithms II,26929,LCD,03:00 PM - 04:15 PM,MW,,
CS 501,Computer Algorithms II,34850,LCD,05:00 PM - 06:15 PM,TR,"Sintos, S",Meet on campus
CS 502,Design and Analysis of Efficient Algorithms in Computational Molecular Biology,41831,LCD,02:00 PM - 02:50 PM,MWF,,Meet on campus
CS 503,Applied Graph Theory,40007,LCD,01:00 PM - 01:50 PM,MWF,,
CS 505,Computability and Complexity Theory,48674,LCD,12:30 PM - 01:45 PM,TR,"Sidiropoulos, A",Meet on campus
CS 506,An Introduction to Quantum Computing,47565,LEC,02:00 PM - 03:15 PM,TR,"DasGupta, B",Meet on campus
CS 510,Introduction to Cognitive Science,41406,LCD,03:00 PM - 05:50 PM,W,"Ohlsson, S",
CS 514,Applied Artificial Intelligence,22882,LCD,10:00 AM - 10:50 AM,MWF,"Gmytrasiewicz, P",Meet on campus
CS 515,Advanced Computer Vision,48741,LCD,03:30 PM - 04:45 PM,TR,"Tang, W",Meet on campus
CS 520,Causal Inference and Learning,45269,LCD,11:00 AM - 12:15 PM,TR,"Zheleva, E",Meet on campus
CS 522,Human-Computer Interaction,37373,LCD,09:30 AM - 10:45 AM,TR,"Soni, N",Meet on campus
CS 522,Human-Computer Interaction,45272,LCD,03:00 PM - 04:15 PM,MW,,
CS 525,Advanced Graphics Processor Programming,38726,LCD,03:30 PM - 05:50 PM,W,,
CS 526,Computer Graphics II,38727,LCD - AS,04:00 PM - 06:30 PM,W,,
CS 527,Computer Animation,41057,LCD - AS,ARRANGED,,,
CS 527,Computer Animation,41070,LCD - BS,03:30 PM - 06:00 PM,T,"Marai, G",
CS 529,Visual Data Science,43565,LCD,02:00 PM - 03:15 PM,TR,"Marai, G",Meet on campus
CS 529,Visual Data Science,47569,LCD,02:00 PM - 03:15 PM,TR,,Meet on campus
CS 532,Advanced Topics in Natural Language Processing,48790,LCD,02:00 PM - 03:15 PM,TR,"Shweta, S",Meet on campus
CS 533,Deep Learning for Natural Language Processing,46404,LCD,03:00 PM - 05:30 PM,M,,Meet on campus
CS 540,Advanced Topics in Software Engineering,35014,LCD,02:00 PM - 03:15 PM,TR,,
CS 545,Formal Methods In Concurrent and Distributed Systems,34999,LCD,03:00 PM - 04:15 PM,MW,"Sistla, A",Meet online at set times
CS 553,Distributed Computing Systems,39828,LCD,04:30 PM - 05:45 PM,MW,,Meet on campus
CS 554,Advanced Topics in Concurrent Computing Systems,28126,LCD,05:00 PM - 06:15 PM,TR,,Meet on campus
CS 559,Neural Networks,25622,LCD,09:30 AM - 10:45 AM,TR,"Koyuncu, E",Meet on campus
CS 565,Physical Design Automation,28478,LCD,02:00 PM - 03:15 PM,TR,"Dutt, S",Meet on campus
CS 566,Parallel Processing,41352,LCD,ARRANGED,,,
CS 566,Parallel Processing,33741,LCD,12:30 PM - 01:45 PM,TR,,
CS 568,Advanced Computer Security and Online Privacy,45407,LCD,12:30 PM - 01:45 PM,TR,,
CS 582,Information Retrieval,47257,LCD,03:00 PM - 05:30 PM,M,,Meet on campus
CS 582,Information Retrieval,38342,LCD,12:30 PM - 01:45 PM,TR,,
CS 583,Data Mining and Text Mining,30286,LCD,12:30 PM - 01:45 PM,TR,"Liu, B",Meet on campus
CS 583,Data Mining and Text Mining,45283,LCD,02:00 PM - 03:15 PM,TR,,Meet on campus
CS 584,Advanced Data Mining,33487,LEC,09:30 AM - 10:45 AM,TR,"Yu, P",Meet on campus
CS 586,Data and Web Semantics,45274,LEC,09:30 AM - 10:45 AM,TR,,
CS 586,Data and Web Semantics,22888,LEC,02:00 PM - 04:30 PM,F,,Meet on campus
CS 587,Computer Systems Security,38056,LCD,06:00 PM - 07:15 PM,MW,,Meet online at set times
CS 588,Security and Privacy in Networked and Distributed Systems,46235,LCD,06:00 PM - 07:15 PM,MW,,Meet on campus
CS 590,Research Methods in Computer Science,45284,LCD,04:30 PM - 05:45 PM,MW,"Di Eugenio, B",Meet on campus
CS 594,Special Topics,42607,LCD,04:30 PM - 05:45 PM,MW,,
CS 594,Special Topics,43136,LCD,11:00 AM - 12:15 PM,TR,,Meet on campus
CS 594,Special Topics,27441,LCD,11:00 AM - 12:15 PM,TR,"Michaelis, J",Meet on campus
CS 595,Departmental Seminar,39058,LCD,ARRANGED,,"Kenyon, R",
