Course Code,Course Title,CRN,Section Type,Time,Days,Instructor,Method
IE 342,Probability and Statistics for Engineers,17226,LCD,10:00 AM - 12:30 PM,TR,"Nicolsen, B",Meet on campus
IE 342,Probability and Statistics for Engineers,24515,LCD,06:00 PM - 08:30 PM,TR,"Williams, Q",Meet online at set times
