YEAR,SEMESTER,CRS SUBJ CD,CRS NBR,CRS TITLE,DEPT CD,DEPT NAME,A,B,C,D,F,DFR,I,NR,S,U,W,Primary Instructor,Grade Regs
2022,Spring,CS,301,Languages and Automata,2699,Computer Science,37,35,13,2,4,0,0,0,0,0,3,"McCarty, Evan",94
2022,Spring,CS,301,Languages and Automata,2699,Computer Science,32,19,6,0,1,0,0,0,0,0,2,"Sidiropoulos, Anastasios",60
2022,Spring,CS,341,Programming Language Concepts,2699,Computer Science,78,52,25,19,21,0,0,0,0,0,4,"Hummel, Joseph E",199
2022,Spring,CS,342,Software Design,2699,Computer Science,70,35,21,13,14,0,0,0,0,0,9,"Hallenbeck, Mark",162
2022,Spring,CS,361,Systems Programming,2699,Computer Science,30,29,48,24,33,0,9,0,0,0,18,"Eriksson, Jakob L",191
2022,Spring,CS,362,Computer Design,2699,Computer Science,144,40,18,8,8,0,2,0,0,0,1,"Diazh, Diana Mabel",221
2022,Spring,CS,377,Communication and Ethics,2699,Computer Science,99,10,8,0,2,0,0,0,0,0,1,"Burton, Emanuelle Neuman",120
2022,Spring,CS,377,Communication and Ethics,2699,Computer Science,85,4,0,0,2,0,0,0,0,0,0,"Clayville, Kristel",91
2022,Spring,CS,378,Framework-based Development,2699,Computer Science,34,19,10,4,2,0,0,0,0,0,0,"Hallenbeck, Mark",69
2022,Spring,CS,407,Economics and Computation,2699,Computer Science,19,10,8,5,5,0,0,0,0,0,2,"Kash, Ian Alexander",49
2022,Spring,CS,411,Artificial Intelligence I,2699,Computer Science,15,19,3,6,1,0,0,0,0,0,6,"Gmytrasiewicz, Piotr",50
2022,Spring,CS,411,Artificial Intelligence I,2699,Computer Science,18,11,9,11,7,0,0,0,0,0,3,"Liu, Bing",59
2022,Spring,CS,412,Intro to Machine Learning,2699,Computer Science,15,8,4,3,3,0,1,0,0,0,10,"Ravi, Sathya",44
2022,Spring,CS,412,Intro to Machine Learning,2699,Computer Science,24,19,9,1,1,0,0,0,0,0,3,"Ziebart, Brian D",57
2022,Spring,CS,418,Introduction to Data Science,2699,Computer Science,38,21,2,6,0,0,0,0,0,0,2,"Mobasheri, Nasim",69
2022,Spring,CS,418,Introduction to Data Science,2699,Computer Science,35,15,6,3,0,0,0,0,0,0,2,"Zheleva, Elena",61
2022,Spring,CS,422,User Interface Design,2699,Computer Science,16,24,10,2,2,0,0,0,0,0,2,"Soni, Nikita Nandish",56
2022,Spring,CS,424,Visual Analytics,2699,Computer Science,5,8,4,5,3,0,0,0,0,0,4,"Johnson, Andrew E",29
2022,Spring,CS,425,Computer Graphics I,2699,Computer Science,14,15,8,3,0,0,1,0,0,0,2,"Miranda, Fabio",43
2022,Spring,CS,427,Creative Coding,2699,Computer Science,6,4,4,0,1,0,0,0,0,0,1,"Johnson, Andrew E",16
2022,Spring,CS,440,Software Engr I,2699,Computer Science,48,34,14,2,0,0,0,1,0,0,4,"Bell, John T",103
2022,Spring,CS,442,Software Engineering II,2699,Computer Science,27,17,1,1,0,0,0,0,0,0,0,"Bell, John T",46
2022,Spring,CS,450,Intro to Networking,2699,Computer Science,8,17,16,4,1,0,0,0,0,0,3,"Vamanan, Balajee",49
2022,Spring,CS,454,Principles of Concurrent Prog,2699,Computer Science,37,10,10,1,0,0,0,0,0,0,2,"Ganchinho de Pina, Luis Gabriel",60
2022,Spring,CS,468,Network Security,2699,Computer Science,3,8,6,2,1,0,0,0,0,0,1,"Polakis, Jason",21
2022,Spring,CS,474,Obj-Oriented Langs & Envs,2699,Computer Science,8,13,7,4,2,0,0,0,0,0,8,"Grechanik, Mark",42
2022,Spring,CS,478,Development of Mobile Apps,2699,Computer Science,25,22,9,10,0,0,0,0,0,0,1,"Buy, Ugo A",67
2022,Spring,CS,480,Database Systems,2699,Computer Science,55,7,3,1,0,0,0,0,0,0,0,"Diazh, Diana Mabel",66
2022,Spring,CS,480,Database Systems,2699,Computer Science,43,15,3,0,1,0,2,0,0,0,1,"Hayes, David P",65
2022,Spring,CS,494,Provably Correct Programming,2699,Computer Science,12,4,3,2,1,0,1,0,0,0,1,"Mansky, William Ernest",24
2022,Spring,CS,511,Artificial Intelligence II,2699,Computer Science,13,1,0,0,1,0,0,0,0,0,1,"Gmytrasiewicz, Piotr",16
2022,Spring,CS,512,Advanced Machine Learning,2699,Computer Science,36,11,1,0,0,0,0,0,0,0,3,"Zhang, Xinhua",51
2022,Spring,CS,518,Deep Learning for Comp Vis,2699,Computer Science,24,7,0,0,0,0,0,0,0,0,0,"Tang, Wei",31
2022,Spring,CS,521,Stat Natural Lang Processing,2699,Computer Science,33,1,0,0,0,0,0,0,0,0,0,"Parde, Natalie",34
2022,Spring,CS,522,Human-Computer Interaction,2699,Computer Science,17,11,1,0,0,0,0,0,0,0,0,"Chattopadhyay, Debaleena",29
2022,Spring,CS,532,Adv. Top. in NLP -Biomed. & HC,2699,Computer Science,8,3,0,0,0,0,0,0,0,0,0,"Shweta, FNU",11
2022,Spring,CS,533,Deep Learning for NLP,2699,Computer Science,32,0,0,0,0,0,0,0,0,0,0,"Caragea, Cornelia Alexandra",32
2022,Spring,CS,540,Adv Topics in Softwr Engr,2699,Computer Science,24,6,0,0,0,0,0,0,0,0,0,"Buy, Ugo A",30
2022,Spring,CS,566,Parallel Processing,2699,Computer Science,13,0,0,0,0,0,0,0,0,0,2,"Kshemkalyani, Ajay D",15
2022,Spring,CS,587,Computer Systems Security,2699,Computer Science,18,10,0,0,0,0,2,0,0,0,0,"Solworth, Jon A",30
2022,Spring,CS,594,Modern Reinforcement Learning,2699,Computer Science,20,2,0,0,0,0,0,0,0,0,0,"Kash, Ian Alexander",22
2022,Spring,CS,594,Representations in Algo. Des.,2699,Computer Science,23,8,0,0,0,0,0,0,0,0,0,"Sun, Xiaorui",31
2022,Spring,IT,202,Web & Multimedia Technology,2699,Computer Science,4,1,2,0,4,0,2,0,0,0,0,"Hayes, David P",13
2022,Summer,CS,100,Discovering Computer Science,2699,Computer Science,1,0,0,0,0,0,0,10,0,0,0,",",11
2022,Summer,CS,109,Prog for Engineers w/MatLab,2699,Computer Science,13,1,3,2,0,0,0,0,0,0,2,"Reckinger, Scott J",21
2022,Summer,CS,111,Program Design I,2699,Computer Science,23,4,0,0,0,0,1,0,0,0,7,"Reckinger, Shanon Marie",35
2022,Summer,CS,141,Program Design II,2699,Computer Science,26,16,7,2,8,0,0,0,0,0,1,"Koehler, Adam Thomas",60
2022,Summer,CS,151,Foundations of Computing,2699,Computer Science,31,13,1,0,1,0,1,0,0,0,2,"McCarty, Evan",49
2022,Summer,CS,211,Programming Practicum,2699,Computer Science,11,10,3,3,4,0,0,0,0,0,0,"Bell, John T",31
2022,Summer,CS,301,Languages and Automata,2699,Computer Science,12,4,3,0,0,0,1,0,0,0,1,"McCarty, Evan",21
2022,Summer,CS,391,Computer Science Practicum,2699,Computer Science,0,0,0,0,0,0,5,0,14,0,1,"Troy, Patrick A",20
2022,Summer,CS,474,Obj-Oriented Langs & Envs,2699,Computer Science,6,10,8,3,0,0,0,0,0,0,2,"Grechanik, Mark",29
2022,Summer,CS,591,Computer Science Internship,2699,Computer Science,0,0,0,0,0,0,2,0,60,0,0,"Di Eugenio, Barbara",62
2022,Fall,CS,100,Discovering Computer Science,2699,Computer Science,19,5,1,5,10,0,0,0,0,0,11,"Bell, John T",51
2022,Fall,CS,107,Intro Comp & Programming,2699,Computer Science,14,17,11,6,9,0,0,0,0,0,7,"Solworth, Jon A",64
2022,Fall,CS,109,Prog for Engineers w/MatLab,2699,Computer Science,76,67,42,19,27,0,1,0,0,0,24,"Lillis, John P",256
2022,Fall,CS,111,Program Design I,2699,Computer Science,158,91,52,20,87,0,0,0,0,0,32,"Reckinger, Shanon Marie",440
2022,Fall,CS,141,Program Design II,2699,Computer Science,48,38,33,11,8,0,1,0,0,0,20,"Kidane, Ellen G",159
2022,Fall,CS,141,Program Design II,2699,Computer Science,44,43,34,21,4,0,0,0,0,0,14,"Riazi, Zeinab",160
2022,Fall,CS,151,Foundations of Computing,2699,Computer Science,80,46,34,3,2,0,0,4,0,0,10,"McCarty, Evan",179
2022,Fall,CS,151,Foundations of Computing,2699,Computer Science,53,74,38,3,7,0,0,0,0,0,10,"Sidiropoulos, Anastasios",185
2022,Fall,CS,211,Programming Practicum,2699,Computer Science,28,18,14,7,3,0,0,0,0,0,2,"Kidane, Ellen G",72
2022,Fall,CS,211,Programming Practicum,2699,Computer Science,76,65,80,29,18,0,2,0,0,0,25,"Reed, Dale F",295
2022,Fall,CS,251,Data Structures,2699,Computer Science,175,60,52,14,16,0,0,0,0,0,47,"Koehler, Adam Thomas",364
2022,Fall,CS,261,Machine Organization,2699,Computer Science,59,53,59,36,19,0,0,0,0,0,28,"Theys, Mitchell D",254
2022,Fall,CS,294,Special Topics in CS,2699,Computer Science,11,0,2,0,0,0,0,0,0,0,1,"Revelo Alonso, Renata Alejandra",14
2022,Fall,CS,294,Web App Development,2699,Computer Science,3,0,0,0,0,0,0,24,0,0,3,"Hayes, David P",30
2022,Fall,CS,301,Languages and Automata,2699,Computer Science,86,53,35,17,20,0,3,0,0,0,8,"Bello Lander, Gonzalo Alejandro",222
2022,Fall,CS,341,Programming Language Concepts,2699,Computer Science,64,49,51,20,13,0,1,0,0,0,7,"Troy, Patrick A",205
2022,Fall,CS,342,Software Design,2699,Computer Science,93,64,38,16,9,0,3,0,0,0,15,"Hallenbeck, Mark",238
2022,Fall,CS,361,Systems Programming,2699,Computer Science,48,89,52,7,2,0,3,0,0,0,4,"Vamanan, Balajee",205
2022,Fall,CS,362,Computer Design,2699,Computer Science,85,52,24,4,12,0,7,0,0,0,3,"Diazh, Diana Mabel",187
2022,Fall,CS,377,Communication and Ethics,2699,Computer Science,95,18,2,3,0,0,0,1,0,0,3,"Burton, Emanuelle Neuman",122
2022,Fall,CS,377,Communication and Ethics,2699,Computer Science,58,3,0,0,1,0,0,0,0,0,0,"Clayville, Kristel",62
2022,Fall,CS,378,Framework-based Development,2699,Computer Science,30,22,9,7,0,0,0,0,0,0,1,"Hallenbeck, Mark",69
2022,Fall,CS,394,IXD - Interdisc. Res. & Dev. I,2699,Computer Science,16,0,0,0,0,0,0,0,0,0,1,"Hallenbeck, Mark",17
2022,Fall,CS,411,Artificial Intelligence I,2699,Computer Science,20,12,7,0,0,0,0,0,0,0,5,"Gmytrasiewicz, Piotr",44
2022,Fall,CS,411,Artificial Intelligence I,2699,Computer Science,32,13,5,3,3,0,0,0,0,0,2,"Kash, Ian Alexander",58
2022,Fall,CS,412,Intro to Machine Learning,2699,Computer Science,24,9,5,1,0,0,0,0,0,0,4,"Ravi, Sathya",43
2022,Fall,CS,412,Intro to Machine Learning,2699,Computer Science,25,17,4,0,2,0,0,0,0,0,1,"Zhang, Xinhua",49
2022,Fall,CS,415,Computer Vision I,2699,Computer Science,12,9,2,1,0,0,0,19,0,0,3,"Tang, Wei",46
2022,Fall,CS,418,Introduction to Data Science,2699,Computer Science,45,12,3,0,1,0,0,0,0,0,0,"Diazh, Diana Mabel",61
2022,Fall,CS,418,Introduction to Data Science,2699,Computer Science,50,16,0,0,0,0,0,0,0,0,0,"Medya, Sourav",66
2022,Fall,CS,421,Language Processing,2699,Computer Science,53,9,2,0,0,0,0,0,0,0,3,"Parde, Natalie",67
2022,Fall,CS,422,User Interface Design,2699,Computer Science,30,24,7,0,0,0,0,0,0,0,0,"Chattopadhyay, Debaleena",61
2022,Fall,CS,422,User Interface Design,2699,Computer Science,44,9,1,1,0,0,0,0,0,0,0,"Michaelis, Joseph",55
2022,Fall,CS,424,Visual Analytics,2699,Computer Science,45,2,2,0,0,0,0,0,0,0,0,"Miranda, Fabio",49
2022,Fall,CS,428,Virtual and Augmented Reality,2699,Computer Science,24,8,4,0,1,0,0,0,0,0,1,"Johnson, Andrew E",38
2022,Fall,CS,440,Software Engr I,2699,Computer Science,29,34,4,1,2,0,0,0,0,0,2,"Bell, John T",72
2022,Fall,CS,441,Cloud Computing Objects,2699,Computer Science,21,8,9,2,0,0,1,0,0,0,11,"Grechanik, Mark",52
2022,Fall,CS,450,Intro to Networking,2699,Computer Science,13,10,7,4,1,0,0,0,0,0,7,"Kshemkalyani, Ajay D",42
2022,Fall,CS,453,Intro Parallel Distrib Process,2699,Computer Science,9,0,1,0,1,0,0,0,0,0,1,"Kshemkalyani, Ajay D",12
2022,Fall,CS,461,Operating Systems,2699,Computer Science,5,3,4,0,1,0,0,0,0,0,6,"Solworth, Jon A",19
2022,Fall,CS,473,Compiler Design,2699,Computer Science,26,9,8,4,1,0,0,0,0,0,3,"Ganchinho de Pina, Luis Gabriel",51
2022,Fall,CS,474,Obj-Oriented Langs & Envs,2699,Computer Science,17,19,12,5,2,0,3,0,0,0,2,"Buy, Ugo A",60
2022,Fall,CS,474,Obj-Oriented Langs & Envs,2699,Computer Science,1,3,3,1,2,0,0,0,0,0,8,"Grechanik, Mark",18
2022,Fall,CS,476,Programming Language Dsgn,2699,Computer Science,30,3,2,0,2,0,1,0,0,0,0,"Mansky, William Ernest",38
2022,Fall,CS,477,Computing Law Policy & Ethics,2699,Computer Science,20,10,5,0,2,0,1,0,0,0,1,"McCarty, Evan",39
2022,Fall,CS,478,Development of Mobile Apps,2699,Computer Science,27,16,11,5,0,0,0,0,0,0,1,"Buy, Ugo A",60
2022,Fall,CS,480,Database Systems,2699,Computer Science,65,33,16,0,3,0,2,0,0,0,1,"Hayes, David P",120
2022,Fall,CS,484,Secure Web App Development,2699,Computer Science,19,19,13,4,2,0,0,0,0,0,2,"Kanich, Chris",59
2022,Fall,CS,494,Natural User Interactions,2699,Computer Science,9,6,4,1,0,0,0,0,0,0,2,"Soni, Nikita Nandish",22
2022,Fall,CS,506,Intro to Quantum Computing,2699,Computer Science,32,0,0,0,0,0,0,0,0,0,0,"DasGupta, Bhaskar",32
2022,Fall,CS,514,App Artificial Intelligence,2699,Computer Science,9,8,0,0,0,0,0,0,0,0,0,"Gmytrasiewicz, Piotr",17
2022,Fall,CS,520,Causal Inference and Learning,2699,Computer Science,21,11,1,0,0,0,0,0,0,0,0,"Zheleva, Elena",33
2022,Fall,CS,522,Human-Computer Interaction,2699,Computer Science,10,5,0,0,0,0,0,0,0,0,1,"Kerne, Andrew",16
2022,Fall,CS,529,Visual Data Science,2699,Computer Science,34,7,3,0,0,0,0,0,0,0,0,"Marai, Georgeta-Elisabeta",44
2022,Fall,CS,582,Information Retrieval,2699,Computer Science,42,0,0,0,0,0,0,0,0,0,0,"Caragea, Cornelia Alexandra",42
2022,Fall,CS,583,Data Mining & Text Mining,2699,Computer Science,17,9,2,1,1,0,0,0,0,0,0,"Liu, Bing",30
2022,Fall,CS,584,Advanced Data Mining,2699,Computer Science,16,3,0,0,0,0,0,0,0,0,0,"Yu, Philip S",19
2022,Fall,CS,591,Computer Science Internship,2699,Computer Science,0,0,0,0,0,0,0,0,17,0,0,"Di Eugenio, Barbara",17
2022,Fall,CS,594,Deep Generative Models,2699,Computer Science,9,3,0,0,0,0,1,0,0,0,0,"Rooshenas, Amirmohammad",13
2022,Fall,CS,594,Imitation Learning,2699,Computer Science,15,1,0,0,1,0,0,0,0,0,0,"Ziebart, Brian D",17
2022,Fall,CS,594,Soc. Resp. AI: Theories & Prac,2699,Computer Science,17,5,1,0,0,0,0,0,0,0,0,"Cheng, Lu",23
2023,Spring,CS,107,Intro Comp & Programming,2699,Computer Science,28,35,16,10,12,0,0,0,0,0,4,"Reckinger, Scott J",105
2023,Spring,CS,109,Prog for Engineers w/MatLab,2699,Computer Science,27,100,60,19,18,0,0,0,0,0,13,"Grechanik, Mark",237
2023,Spring,CS,111,Program Design I,2699,Computer Science,54,59,46,27,33,0,0,0,0,0,28,"Reckinger, Shanon Marie",247
2023,Spring,CS,141,Program Design II,2699,Computer Science,81,95,59,19,31,0,0,0,0,0,27,"Hayes, David P",312
2023,Spring,CS,151,Foundations of Computing,2699,Computer Science,95,78,46,5,7,0,0,0,0,0,13,"McCarty, Evan",244
2023,Spring,CS,151,Foundations of Computing,2699,Computer Science,51,60,46,6,3,0,0,0,0,0,6,"Sidiropoulos, Anastasios",172
2023,Spring,CS,211,Programming Practicum,2699,Computer Science,75,83,67,39,29,0,0,0,0,0,28,"Kidane, Ellen G",321
2023,Spring,CS,251,Data Structures,2699,Computer Science,156,98,56,21,22,0,0,0,0,0,36,"Koehler, Adam Thomas",389
2023,Spring,CS,261,Machine Organization,2699,Computer Science,54,70,65,32,27,0,1,0,0,0,31,"Theys, Mitchell D",280
2023,Spring,CS,301,Languages and Automata,2699,Computer Science,93,61,44,18,20,0,2,0,0,0,14,"Bello Lander, Gonzalo Alejandro",252
2023,Spring,CS,341,Programming Language Concepts,2699,Computer Science,93,45,30,11,14,0,2,0,0,0,10,"Troy, Patrick A",205
2023,Spring,CS,342,Software Design,2699,Computer Science,105,52,42,14,16,0,2,0,0,0,5,"Hallenbeck, Mark",236
2023,Spring,CS,351,Adv Data Structure Practicum,2699,Computer Science,22,11,17,4,1,0,0,0,0,0,4,"Troy, Patrick A",59
2023,Spring,CS,361,Systems Programming,2699,Computer Science,73,81,37,15,6,0,1,0,0,0,9,"Ganchinho de Pina, Luis Gabriel",222
2023,Spring,CS,362,Computer Design,2699,Computer Science,100,55,20,12,9,0,2,0,0,0,5,"Diazh, Diana Mabel",203
2023,Spring,CS,377,Communication and Ethics,2699,Computer Science,78,22,10,2,8,0,0,0,0,0,3,"Burton, Emanuelle Neuman",123
2023,Spring,CS,377,Communication and Ethics,2699,Computer Science,84,7,0,0,2,0,0,0,0,0,1,"Clayville, Kristel",94
2023,Spring,CS,394,Tech in Residence,2699,Computer Science,23,2,3,0,0,0,0,0,0,0,0,"Hallenbeck, Mark",28
2023,Spring,CS,407,Economics and Computation,2699,Computer Science,22,11,7,7,0,0,1,0,0,0,0,"Kash, Ian Alexander",48
2023,Spring,CS,411,Artificial Intelligence I,2699,Computer Science,21,23,4,0,0,0,0,0,0,0,3,"Gmytrasiewicz, Piotr",51
2023,Spring,CS,411,Artificial Intelligence I,2699,Computer Science,28,17,7,5,0,0,0,0,0,0,3,"Kash, Ian Alexander",60
2023,Spring,CS,412,Intro to Machine Learning,2699,Computer Science,11,11,10,4,6,0,0,0,0,0,6,"Rooshenas, Amirmohammad",48
2023,Spring,CS,412,Intro to Machine Learning,2699,Computer Science,21,19,3,0,1,0,0,0,0,0,6,"Zhang, Xinhua",50
2023,Spring,CS,418,Introduction to Data Science,2699,Computer Science,69,11,7,1,2,0,0,0,0,0,1,"Diazh, Diana Mabel",91
2023,Spring,CS,418,Introduction to Data Science,2699,Computer Science,38,18,5,0,2,0,0,0,0,0,2,"Ziebart, Brian D",65
2023,Spring,CS,422,User Interface Design,2699,Computer Science,22,51,17,3,1,0,0,0,0,0,3,"Soni, Nikita Nandish",97
2023,Spring,CS,425,Computer Graphics I,2699,Computer Science,16,12,2,0,1,0,1,0,0,0,3,"Bell, John T",35
2023,Spring,CS,427,Creative Coding,2699,Computer Science,4,3,4,0,0,0,0,0,0,0,0,"Kerne, Andrew",11
2023,Spring,CS,440,Software Engr I,2699,Computer Science,39,36,3,0,0,0,0,0,0,0,2,"Bell, John T",80
2023,Spring,CS,442,Software Engineering II,2699,Computer Science,31,24,5,0,0,0,0,0,0,0,0,"Bell, John T",60
2023,Spring,CS,450,Intro to Networking,2699,Computer Science,11,11,10,4,0,0,0,0,0,0,1,"Kshemkalyani, Ajay D",37
2023,Spring,CS,454,Principles of Concurrent Prog,2699,Computer Science,5,6,6,7,4,0,0,0,0,0,2,"Grechanik, Mark",30
2023,Spring,CS,461,Operating Systems,2699,Computer Science,5,4,4,1,2,0,0,0,0,0,4,"Solworth, Jon A",20
2023,Spring,CS,474,Obj-Oriented Langs & Envs,2699,Computer Science,44,11,3,2,1,0,0,0,0,0,0,"Mansky, William Ernest",61
2023,Spring,CS,477,Computing Law Policy & Ethics,2699,Computer Science,2,9,7,1,0,0,17,0,0,0,0,"Sloan, Robert Hal",36
2023,Spring,CS,478,Development of Mobile Apps,2699,Computer Science,24,19,10,5,0,1,0,0,0,0,1,"Buy, Ugo A",60
2023,Spring,CS,480,Database Systems,2699,Computer Science,46,44,22,7,4,0,0,0,0,0,1,"Riazi, Zeinab",124
2023,Spring,CS,483,Big Data Mining,2699,Computer Science,33,13,3,0,0,0,0,0,0,0,3,"Cheng, Lu",52
2023,Spring,CS,494,Intro to High Performing Comp.,2699,Computer Science,18,5,3,0,1,0,0,0,0,0,1,"Papka, Michael E",28
2023,Spring,CS,511,Artificial Intelligence II,2699,Computer Science,11,1,0,0,0,0,0,0,0,0,0,"Gmytrasiewicz, Piotr",12
2023,Spring,CS,512,Advanced Machine Learning,2699,Computer Science,30,0,0,0,0,0,0,0,0,0,1,"Ravi, Sathya",31
2023,Spring,CS,518,Deep Learning for Comp Vis,2699,Computer Science,22,11,2,0,0,0,0,0,0,0,0,"Tang, Wei",35
2023,Spring,CS,521,Stat Natural Lang Processing,2699,Computer Science,32,2,0,0,1,0,0,0,0,0,0,"Parde, Natalie",35
2023,Spring,CS,524,Visual Analytics II,2699,Computer Science,30,7,0,0,0,0,0,0,0,0,0,"Miranda, Fabio",37
2023,Spring,CS,540,Adv Topics in Softwr Engr,2699,Computer Science,24,7,1,0,0,0,0,0,0,0,0,"Buy, Ugo A",32
2023,Spring,CS,545,Formal Meth/Concur&Dist Systms,2699,Computer Science,0,0,0,0,0,14,0,0,0,0,0,"Stephens, Jenna Renae",14
2023,Spring,CS,566,Parallel Processing,2699,Computer Science,7,5,1,0,0,0,0,0,0,0,0,"Dutt, Shantanu S",13
2023,Spring,CS,583,Data Mining & Text Mining,2699,Computer Science,16,5,2,0,0,0,0,0,0,0,1,"Liu, Bing",24
2023,Spring,CS,587,Computer Systems Security,2699,Computer Science,16,6,3,0,0,0,0,0,0,0,0,"Solworth, Jon A",25
2023,Spring,CS,587,Computer Systems Security,2699,Computer Science,0,0,0,0,0,14,0,0,0,0,0,"Stephens, Jenna Renae",14
2023,Spring,CS,591,Computer Science Internship,2699,Computer Science,0,0,0,0,0,0,0,0,10,0,0,"Di Eugenio, Barbara",10
2023,Spring,CS,594,Deep Representation Learning,2699,Computer Science,11,0,0,0,0,0,1,0,0,0,0,"Zhang, Xinhua",12
2023,Spring,CS,594,Empirical Methods in HCC,2699,Computer Science,17,3,1,0,0,0,0,0,0,0,0,"Chattopadhyay, Debaleena",21
2023,Spring,CS,594,Geo. Data Struc. for Fata Que.,2699,Computer Science,21,2,0,0,0,0,0,0,0,0,0,"Sintos, Stavros",23
2023,Spring,CS,594,Machine Learn. for Graphs/Net.,2699,Computer Science,39,0,0,0,0,0,0,0,0,0,1,"Medya, Sourav",40
2023,Summer,CS,111,Program Design I,2699,Computer Science,23,10,4,2,2,0,0,0,0,0,3,"Reckinger, Shanon Marie",44
2023,Summer,CS,141,Program Design II,2699,Computer Science,19,7,6,0,1,0,0,0,0,0,1,"Koehler, Adam Thomas",34
2023,Summer,CS,151,Foundations of Computing,2699,Computer Science,11,10,2,1,0,0,0,0,0,0,0,"Reckinger, Scott J",24
2023,Summer,CS,211,Programming Practicum,2699,Computer Science,22,14,4,6,2,0,0,0,0,0,5,"Bell, John T",53
2023,Summer,CS,251,Data Structures,2699,Computer Science,16,15,6,0,6,0,0,0,0,0,3,"Reckinger, Scott J",46
2023,Summer,CS,391,Computer Science Practicum,2699,Computer Science,0,0,0,0,0,0,3,0,11,0,0,"Troy, Patrick A",14
2023,Summer,CS,474,Obj-Oriented Langs & Envs,2699,Computer Science,7,11,11,3,0,0,0,0,0,0,4,"Grechanik, Mark",36
2023,Summer,CS,480,Database Systems,2699,Computer Science,12,35,12,2,0,0,0,0,0,0,1,"Riazi, Zeinab",62
2023,Summer,CS,591,Computer Science Internship,2699,Computer Science,0,0,0,0,0,0,6,0,18,0,0,"Di Eugenio, Barbara",24
2023,Fall,CS,100,Discovering Computer Science,2699,Computer Science,18,6,3,0,4,0,0,0,0,0,7,"Bell, John T",38
2023,Fall,CS,107,Intro Comp & Programming,2699,Computer Science,31,29,22,8,5,0,0,0,0,0,5,"Bell, John T",100
2023,Fall,CS,109,Prog for Engineers w/MatLab,2699,Computer Science,88,100,39,14,12,0,0,0,0,0,13,"Theys, Mitchell D",266
2023,Fall,CS,111,Program Design I,2699,Computer Science,79,46,36,17,23,0,1,0,0,0,11,"Hayes, David P",213
2023,Fall,CS,111,Program Design I,2699,Computer Science,48,46,36,10,47,0,0,0,0,0,16,"Reckinger, Shanon Marie",203
2023,Fall,CS,141,Program Design II,2699,Computer Science,38,55,34,8,13,0,2,0,0,0,17,"Hodges, Mark Richard",167
2023,Fall,CS,141,Program Design II,2699,Computer Science,64,67,30,4,13,0,0,0,0,0,12,"Theys, Mitchell D",190
2023,Fall,CS,151,Foundations of Computing,2699,Computer Science,106,81,45,16,17,0,0,0,0,0,15,"Bello Lander, Gonzalo Alejandro",280
2023,Fall,CS,151,Foundations of Computing,2699,Computer Science,39,40,28,7,11,0,0,0,0,0,12,"Katok, Zoa",137
2023,Fall,CS,211,Programming Practicum,2699,Computer Science,119,69,28,7,7,0,0,0,0,0,16,"Kidane, Ellen G",246
2023,Fall,CS,211,Programming Practicum,2699,Computer Science,90,63,30,11,11,0,0,0,0,0,23,"Reckinger, Scott J",228
2023,Fall,CS,251,Data Structures,2699,Computer Science,43,36,10,2,1,0,0,0,0,0,6,"Dey, Drishika",98
2023,Fall,CS,251,Data Structures,2699,Computer Science,101,39,14,0,1,0,0,0,0,0,4,"Koehler, Adam Thomas",159
2023,Fall,CS,251,Data Structures,2699,Computer Science,77,45,18,1,4,0,0,0,0,0,11,"Ordentlich, Ethan",156
2023,Fall,CS,261,Machine Organization,2699,Computer Science,74,85,58,13,14,0,7,0,0,0,16,"Diazh, Diana Mabel",267
2023,Fall,CS,277,Technical Comm in Comp Sci,2699,Computer Science,115,4,3,1,0,0,0,0,0,0,4,"Cranch, Cody Ingersoll",127
2023,Fall,CS,294,Special Topics in CS,2699,Computer Science,11,5,2,0,0,0,0,0,0,0,0,"Diazh, Diana Mabel",18
2023,Fall,CS,301,Languages and Automata,2699,Computer Science,27,41,25,0,2,0,0,0,0,0,3,"Ibrahim, Omar",98
2023,Fall,CS,301,Languages and Automata,2699,Computer Science,58,58,52,0,3,0,0,0,0,0,6,"McCarty, Evan",177
2023,Fall,CS,341,Programming Language Concepts,2699,Computer Science,64,64,50,28,3,0,2,0,0,0,8,"Solworth, Jon A",219
2023,Fall,CS,342,Software Design,2699,Computer Science,128,86,32,7,8,0,0,0,0,0,4,"Hallenbeck, Mark",265
2023,Fall,CS,361,Systems Programming,2699,Computer Science,71,60,52,16,13,0,0,0,0,0,6,"Maratos, George P",218
2023,Fall,CS,362,Computer Design,2699,Computer Science,118,61,23,8,7,0,4,0,0,0,3,"Troy, Patrick A",224
2023,Fall,CS,377,Ethical Issues in Computing,2699,Computer Science,88,20,5,2,0,0,0,2,0,0,1,"Burton, Emanuelle Neuman",118
2023,Fall,CS,377,Ethical Issues in Computing,2699,Computer Science,110,11,0,0,0,0,0,0,0,0,2,"Clayville, Kristel",123
2023,Fall,CS,378,Framework-based Development,2699,Computer Science,40,20,12,6,2,0,1,0,0,0,2,"Buy, Ugo A",83
2023,Fall,CS,402,Algorithms in Practice,2699,Computer Science,5,4,1,0,0,0,0,0,0,0,0,"Lillis, John P",10
2023,Fall,CS,411,Artificial Intelligence I,2699,Computer Science,27,26,9,0,0,0,1,0,0,0,3,"Gmytrasiewicz, Piotr",66
2023,Fall,CS,411,Artificial Intelligence I,2699,Computer Science,71,13,5,4,2,0,2,0,0,0,3,"Kash, Ian Alexander",100
