YEAR,SEMESTER,CRS SUBJ CD,CRS NBR,CRS TITLE,DEPT CD,DEPT NAME,A,B,C,D,F,DFR,I,NR,S,U,W,Primary Instructor,Grade Regs
2023,Fall,CS,412,Intro to Machine Learning,2699,Computer Science,18,13,10,6,5,0,0,0,0,0,2,"Rooshenas, Amirmohammad",54
2023,Fall,CS,412,Intro to Machine Learning,2699,Computer Science,40,16,2,0,0,0,0,0,0,0,3,"Zhang, Xinhua",61
2023,Fall,CS,415,Computer Vision I,2699,Computer Science,60,10,3,0,0,0,0,0,0,0,4,"Ravi, Sathya",77
2023,Fall,CS,418,Introduction to Data Science,2699,Computer Science,61,23,11,0,0,0,0,0,0,0,3,"Medya, Sourav",98
2023,Fall,CS,418,Introduction to Data Science,2699,Computer Science,41,26,11,0,1,0,1,0,0,0,1,"Ziebart, Brian D",81
2023,Fall,CS,421,Language Processing,2699,Computer Science,72,10,2,3,0,0,0,0,0,0,2,"Parde, Natalie",89
2023,Fall,CS,422,User Interface Design,2699,Computer Science,14,26,19,7,0,0,0,0,0,0,0,"Chattopadhyay, Debaleena",66
2023,Fall,CS,422,User Interface Design,2699,Computer Science,24,19,2,0,0,0,0,0,0,0,1,"Kerne, Andrew",46
2023,Fall,CS,424,Visual Analytics,2699,Computer Science,77,8,4,0,0,0,0,0,0,0,0,"Miranda, Fabio",89
2023,Fall,CS,427,Creative Coding,2699,Computer Science,8,7,4,3,2,0,0,0,0,0,1,"Johnson, Andrew E",25
2023,Fall,CS,440,Software Engr I,2699,Computer Science,38,40,1,0,0,0,0,0,0,0,0,"Bell, John T",79
2023,Fall,CS,441,Cloud Computing Objects,2699,Computer Science,21,6,1,2,1,0,0,0,0,0,18,"Grechanik, Mark",49
2023,Fall,CS,450,Intro to Networking,2699,Computer Science,17,12,2,0,1,0,1,0,0,0,1,"Vamanan, Balajee",34
2023,Fall,CS,461,Operating Systems,2699,Computer Science,7,7,9,3,0,0,0,0,0,0,5,"Eriksson, Jakob L",31
2023,Fall,CS,468,Network Security,2699,Computer Science,17,10,5,1,0,0,2,0,0,0,1,"Polakis, Jason",36
2023,Fall,CS,474,Obj-Oriented Langs & Envs,2699,Computer Science,24,26,21,9,2,0,3,0,0,0,0,"Buy, Ugo A",85
2023,Fall,CS,476,Programming Language Dsgn,2699,Computer Science,29,12,7,2,0,0,0,0,0,0,0,"Mansky, William Ernest",50
2023,Fall,CS,480,Database Systems,2699,Computer Science,39,28,11,8,4,0,0,0,0,0,0,"Asudeh, Abolfazl",90
2023,Fall,CS,480,Database Systems,2699,Computer Science,44,18,17,5,1,0,0,0,0,0,4,"Kumar, Sidharth",89
2023,Fall,CS,483,Big Data Mining,2699,Computer Science,17,6,1,0,0,0,0,0,0,0,1,"Cheng, Lu",25
2023,Fall,CS,484,Secure Web App Development,2699,Computer Science,22,15,15,4,2,0,0,0,0,0,0,"Kanich, Chris",58
2023,Fall,CS,488,Intro to Cryptography,2699,Computer Science,7,2,2,2,1,0,0,0,0,0,1,"Chakraborti, Anrin",15
2023,Fall,CS,505,Computabil &Complexity Theory,2699,Computer Science,28,1,0,0,0,0,0,0,0,0,0,"Sidiropoulos, Anastasios",29
2023,Fall,CS,506,Intro to Quantum Computing,2699,Computer Science,32,0,0,0,0,0,0,0,0,0,0,"DasGupta, Bhaskar",32
2023,Fall,CS,514,App Artificial Intelligence,2699,Computer Science,15,2,0,0,0,0,0,0,0,0,0,"Gmytrasiewicz, Piotr",17
2023,Fall,CS,515,Advanced Computer Vision,2699,Computer Science,23,10,0,0,0,0,0,0,0,0,0,"Tang, Wei",33
2023,Fall,CS,520,Causal Inference and Learning,2699,Computer Science,14,5,0,0,0,0,0,0,0,0,1,"Zheleva, Elena",20
2023,Fall,CS,522,Human-Computer Interaction,2699,Computer Science,16,3,1,0,0,0,0,0,0,0,0,"Soni, Nikita Nandish",20
2023,Fall,CS,529,Visual Data Science,2699,Computer Science,24,4,1,0,0,0,0,0,0,0,1,"Marai, Georgeta-Elisabeta",30
2023,Fall,CS,532,Biomed. and Healthcare NLP,2699,Computer Science,16,1,0,0,0,0,0,0,0,0,0,"Shweta, FNU",17
2023,Fall,CS,583,Data Mining & Text Mining,2699,Computer Science,18,9,1,0,0,0,0,0,0,0,1,"Liu, Bing",29
2023,Fall,CS,584,Advanced Data Mining,2699,Computer Science,17,2,0,0,0,0,0,0,0,0,0,"Yu, Philip S",19
2023,Fall,CS,594,Social Robotics,2699,Computer Science,16,7,0,0,0,0,0,0,0,0,0,"Michaelis, Joseph",23
2024,Spring,CS,107,Intro Comp & Programming,2699,Computer Science,49,33,35,7,11,0,0,0,0,0,9,"Bell, John T",144
2024,Spring,CS,109,Prog for Engineers w/MatLab,2699,Computer Science,101,80,43,12,7,0,0,0,0,0,9,"Theys, Mitchell D",252
2024,Spring,CS,111,Program Design I,2699,Computer Science,12,11,17,13,21,0,0,0,0,0,15,"Hayes, David P",89
2024,Spring,CS,111,Program Design I,2699,Computer Science,17,9,9,16,15,0,0,0,0,0,11,"Reckinger, Shanon Marie",77
2024,Spring,CS,113,Program Design I Law & Policy,2699,Computer Science,19,4,6,7,9,0,2,0,0,0,7,"Sloan, Robert Hal",54
2024,Spring,CS,141,Program Design II,2699,Computer Science,88,73,37,13,6,0,0,0,0,0,10,"Hodges, Mark Richard",227
2024,Spring,CS,141,Program Design II,2699,Computer Science,29,37,25,11,19,0,0,0,0,0,11,"Rooshenas, Amirmohammad",132
2024,Spring,CS,151,Foundations of Computing,2699,Computer Science,86,51,36,11,7,0,1,0,0,0,12,"Bello Lander, Gonzalo Alejandro",204
2024,Spring,CS,151,Foundations of Computing,2699,Computer Science,89,62,39,14,10,0,1,0,0,0,11,"Katok, Zoa",226
2024,Spring,CS,211,Programming Practicum,2699,Computer Science,78,60,29,2,11,0,0,0,0,0,7,"Koehler, Adam Thomas",187
2024,Spring,CS,211,Programming Practicum,2699,Computer Science,38,42,46,9,23,0,1,0,0,0,15,"Reckinger, Scott J",174
2024,Spring,CS,251,Data Structures,2699,Computer Science,111,61,16,4,2,0,0,0,0,0,5,"Dey, Drishika",199
2024,Spring,CS,251,Data Structures,2699,Computer Science,74,48,17,7,8,0,1,0,0,0,9,"Ordentlich, Ethan",164
2024,Spring,CS,261,Machine Organization,2699,Computer Science,122,78,51,5,16,0,0,0,0,0,9,"Diazh, Diana Mabel",281
2024,Spring,CS,277,Technical Comm in Comp Sci,2699,Computer Science,164,7,4,2,2,0,0,0,0,0,1,"Cranch, Cody Ingersoll",180
2024,Spring,CS,301,Languages and Automata,2699,Computer Science,62,75,62,33,6,0,0,0,0,0,9,"Ibrahim, Omar",247
2024,Spring,CS,341,Programming Language Concepts,2699,Computer Science,80,61,62,33,18,0,2,0,0,0,11,"Kidane, Ellen G",267
2024,Spring,CS,342,Software Design,2699,Computer Science,149,78,16,3,2,0,1,0,0,0,3,"McCarty, Evan",252
2024,Spring,CS,351,Adv Data Structure Practicum,2699,Computer Science,16,6,9,1,0,0,0,0,0,0,0,"Lillis, John P",32
2024,Spring,CS,361,Systems Programming,2699,Computer Science,85,71,39,14,10,0,1,0,0,0,9,"Maratos, George P",229
2024,Spring,CS,362,Computer Design,2699,Computer Science,102,66,27,7,3,0,0,0,0,0,14,"Troy, Patrick A",219
2024,Spring,CS,377,Ethical Issues in Computing,2699,Computer Science,95,17,3,0,1,0,0,0,0,0,4,"Burton, Emanuelle Neuman",120
2024,Spring,CS,377,Ethical Issues in Computing,2699,Computer Science,110,5,0,0,0,0,0,0,0,0,8,"Clayville, Kristel",123
2024,Spring,CS,377,Ethical Issues in Computing,2699,Computer Science,23,4,2,0,0,0,0,0,0,0,1,"Swiatek, Sara Jo",30
2024,Spring,CS,378,Framework-based Development,2699,Computer Science,40,11,5,2,1,0,0,0,0,0,1,"Hallenbeck, Mark",60
2024,Spring,CS,394,Tech in Residence,2699,Computer Science,27,0,0,0,0,0,0,0,0,0,1,"Hallenbeck, Mark",28
2024,Spring,CS,394,Tech in Residence,2699,Computer Science,10,0,0,0,0,0,0,0,0,0,0,"McCarty, Evan",10
2024,Spring,CS,407,Economics and Computation,2699,Computer Science,48,6,0,3,0,0,0,0,0,0,1,"Kash, Ian Alexander",58
2024,Spring,CS,411,Artificial Intelligence I,2699,Computer Science,24,25,1,1,0,0,0,0,0,0,5,"Gmytrasiewicz, Piotr",56
2024,Spring,CS,411,Artificial Intelligence I,2699,Computer Science,38,17,2,2,0,0,1,0,0,0,0,"Kash, Ian Alexander",60
2024,Spring,CS,412,Intro to Machine Learning,2699,Computer Science,46,26,10,3,1,0,1,0,0,0,2,"Tang, Wei",89
2024,Spring,CS,418,Introduction to Data Science,2699,Computer Science,70,17,2,0,0,0,0,0,0,0,2,"Medya, Sourav",91
2024,Spring,CS,418,Introduction to Data Science,2699,Computer Science,41,20,11,4,0,0,0,0,0,0,5,"Zheleva, Elena",81
2024,Spring,CS,421,Language Processing,2699,Computer Science,32,27,12,5,0,0,0,0,0,0,2,"Di Eugenio, Barbara",78
2024,Spring,CS,421,Language Processing,2699,Computer Science,0,0,0,0,0,0,0,28,0,0,1,"Shweta, FNU",29
2024,Spring,CS,422,User Interface Design,2699,Computer Science,21,16,11,1,2,0,0,0,0,0,3,"Kerne, Andrew",54
2024,Spring,CS,422,User Interface Design,2699,Computer Science,12,22,17,2,0,0,0,0,0,0,0,"Soni, Nikita Nandish",53
2024,Spring,CS,425,Computer Graphics I,2699,Computer Science,14,10,3,1,1,0,3,0,0,0,1,"Miranda, Fabio",33
2024,Spring,CS,426,Video Game Design,2699,Computer Science,42,11,0,0,0,0,0,0,0,0,1,"Marai, Georgeta-Elisabeta",54
2024,Spring,CS,440,Software Engr I,2699,Computer Science,32,30,9,0,0,0,0,0,0,0,2,"Bell, John T",73
2024,Spring,CS,442,Software Engineering II,2699,Computer Science,37,14,2,1,0,0,0,0,0,0,0,"Bell, John T",54
2024,Spring,CS,450,Intro to Networking,2699,Computer Science,14,14,1,0,2,0,0,0,0,0,4,"Vamanan, Balajee",35
2024,Spring,CS,454,Principles of Concurrent Prog,2699,Computer Science,18,16,11,6,0,0,0,0,0,0,3,"Ganchinho de Pina, Luis Gabriel",54
2024,Spring,CS,463,Systems Performance,2699,Computer Science,11,6,4,0,2,0,0,0,0,0,1,"Eriksson, Jakob L",24
2024,Spring,CS,472,Provably Correct Programming,2699,Computer Science,32,17,4,2,2,0,1,0,0,0,2,"Mansky, William Ernest",60
2024,Spring,CS,473,Compiler Design,2699,Computer Science,11,2,3,0,2,0,0,0,0,0,4,"Solworth, Jon A",22
2024,Spring,CS,474,Obj-Oriented Langs & Envs,2699,Computer Science,15,10,9,12,1,0,1,0,0,0,1,"Buy, Ugo A",49
2024,Spring,CS,478,Development of Mobile Apps,2699,Computer Science,16,24,20,11,1,0,1,0,0,0,3,"Buy, Ugo A",76
2024,Spring,CS,480,Database Systems,2699,Computer Science,32,33,7,4,2,0,0,0,0,0,1,"Glavic, Boris",79
2024,Spring,CS,480,Database Systems,2699,Computer Science,46,27,13,0,0,0,2,0,0,0,1,"Hayes, David P",89
2024,Spring,CS,494,AI in Healthcare,2699,Computer Science,3,6,0,0,0,0,1,0,0,0,0,"Shweta, FNU",10
2024,Spring,CS,494,Intro to High Performing Comp.,2699,Computer Science,13,1,2,0,0,0,0,0,0,0,0,"Papka, Michael E",16
2024,Spring,CS,511,Artificial Intelligence II,2699,Computer Science,12,0,0,0,0,0,0,0,0,0,0,"Gmytrasiewicz, Piotr",12
2024,Spring,CS,512,Advanced Machine Learning,2699,Computer Science,23,9,0,0,0,0,0,0,0,0,0,"Zhang, Xinhua",32
2024,Spring,CS,516,Data & Algorithmic Fairness,2699,Computer Science,25,4,1,0,0,0,1,0,0,0,1,"Asudeh, Abolfazl",32
2024,Spring,CS,518,Deep Learning for Comp Vis,2699,Computer Science,32,0,0,0,0,0,0,0,0,0,0,"Ravi, Sathya",32
2024,Spring,CS,521,Stat Natural Lang Processing,2699,Computer Science,33,2,0,0,0,0,0,0,0,0,0,"Parde, Natalie",35
2024,Spring,CS,528,Virtual Reality,2699,Computer Science,7,10,2,0,2,0,0,0,0,0,0,"Johnson, Andrew E",21
2024,Spring,CS,545,Formal Meth/Concur&Dist Systms,2699,Computer Science,0,0,0,0,0,20,0,0,0,0,0,"Stephens, Jenna Renae",20
2024,Spring,CS,553,Distributed Systems,2699,Computer Science,9,7,3,0,0,0,0,0,0,0,1,"Grechanik, Mark",20
2024,Spring,CS,566,Parallel Processing,2699,Computer Science,9,1,1,0,0,0,0,0,0,0,0,"Lan, Zhiling",11
2024,Spring,CS,568,Adv Security & Privacy,2699,Computer Science,5,5,1,0,0,0,0,0,0,0,1,"Polakis, Jason",12
2024,Spring,CS,580,Query Process Database Systms,2699,Computer Science,28,3,0,0,0,0,0,0,0,0,0,"Sintos, Stavros",31
2024,Spring,CS,583,Data Mining & Text Mining,2699,Computer Science,10,14,3,0,0,0,0,0,0,0,0,"Liu, Bing",27
2024,Spring,CS,587,Computer Systems Security,2699,Computer Science,15,11,1,0,0,0,1,0,0,0,0,"Solworth, Jon A",28
2024,Spring,CS,587,Computer Systems Security,2699,Computer Science,0,0,0,0,0,20,0,0,0,0,0,"Stephens, Jenna Renae",20
2024,Spring,CS,594,Linux Kernel Programming,2699,Computer Science,9,2,1,1,0,0,0,0,0,0,0,"Wang, Xiaoguang",13
2024,Spring,CS,594,Topics in Applied Cryptography,2699,Computer Science,22,6,0,0,0,0,0,0,0,0,0,"Chakraborti, Anrin",28
2024,Spring,ECE,566,Parallel Processing,2699,Computer Science,7,2,2,0,0,0,0,0,0,0,0,"Lan, Zhiling",11
2024,Summer,CS,107,Intro Comp & Programming,2699,Computer Science,4,5,1,0,0,0,0,0,0,0,2,"Bell, John T",12
2024,Summer,CS,111,Program Design I,2699,Computer Science,11,8,5,2,1,0,0,0,0,0,4,"Reckinger, Shanon Marie",31
2024,Summer,CS,141,Program Design II,2699,Computer Science,18,7,4,0,2,0,0,0,0,0,1,"Koehler, Adam Thomas",32
2024,Summer,CS,151,Foundations of Computing,2699,Computer Science,16,12,0,0,1,0,0,0,0,0,0,"Katok, Zoa",29
2024,Summer,CS,194,Technical Interview Prep Cours,2699,Computer Science,0,0,0,0,0,0,10,0,0,0,0,"Kanich, Chris",10
2024,Summer,CS,211,Programming Practicum,2699,Computer Science,14,10,10,1,0,0,0,0,0,0,2,"Reckinger, Scott J",37
2024,Summer,CS,251,Data Structures,2699,Computer Science,11,11,5,3,0,0,0,0,0,0,1,"Reckinger, Scott J",31
2024,Summer,CS,294,Technical Interview Prep Cours,2699,Computer Science,0,0,0,0,0,0,23,0,0,0,0,"Kanich, Chris",23
2024,Summer,CS,361,Systems Programming,2699,Computer Science,12,9,4,1,3,0,0,0,0,0,1,"Maratos, George P",30
2024,Summer,CS,391,Computer Science Practicum,2699,Computer Science,0,0,0,0,0,0,8,0,9,2,0,"Troy, Patrick A",19
2024,Summer,CS,411,Artificial Intelligence I,2699,Computer Science,10,4,2,0,0,0,0,0,0,0,0,"Kash, Ian Alexander",16
2024,Summer,CS,412,Intro to Machine Learning,2699,Computer Science,13,5,0,0,0,0,0,0,0,0,0,"Zhang, Xinhua",18
2024,Summer,CS,474,Obj-Oriented Langs & Envs,2699,Computer Science,6,6,5,6,1,0,0,0,0,0,0,"Grechanik, Mark",24
2024,Summer,CS,480,Database Systems,2699,Computer Science,26,17,7,0,4,0,0,0,0,0,1,"Riazi, Zeinab",55
2024,Summer,CS,591,Computer Science Internship,2699,Computer Science,0,0,0,0,0,0,9,0,4,0,0,"Di Eugenio, Barbara",13
