Course Code,Course Title,CRN,Section Type,Time,Days,Instructor,Method
CS 107,Introduction to Computing and Programming,17412,LEC - AL1,09:00 AM - 09:50 AM,MWF,"Reckinger, S",Meet on campus
CS 109,Programming for Engineers with MatLab,44905,LCD - AS,03:00 PM - 03:50 PM,MW,"Grechanik, M",Meet on campus
CS 109,Programming for Engineers with MatLab,44904,LCD - AS2,01:00 PM - 01:50 PM,MW,"Grechanik, M",Meet on campus
CS 111,Program Design I,34013,LCD - AS1,12:00 PM - 12:50 PM,MWF,"Reckinger, S",Meet on campus
CS 111,Program Design I,40575,LCD - AS2,01:00 PM - 01:50 PM,MWF,"Reckinger, S",Meet on campus
CS 141,Program Design II,34447,LCD - AS1,09:00 AM - 09:50 AM,MWF,"Hayes, D",Meet on campus
CS 141,Program Design II,41547,LCD - BS,01:00 PM - 01:50 PM,MWF,"Maratos, G",Meet on campus
CS 151,Mathematical Foundations of Computing,34014,LEC - AL1,12:00 PM - 12:50 PM,MWF,"Sidiropoulos, A",Meet on campus
CS 151,Mathematical Foundations of Computing,40572,LEC - AL2,01:00 PM - 01:50 PM,MWF,"McCarty, E",Meet on campus
CS 151,Mathematical Foundations of Computing,41548,LEC - AL3,02:00 PM - 02:50 PM,MWF,"McCarty, E",Meet on campus
CS 151,Mathematical Foundations of Computing,46081,LEC - AL4,03:00 PM - 03:50 PM,MWF,"McCarty, E",Meet on campus
CS 211,Programming Practicum,44907,LCD - AS3,01:00 PM - 01:50 PM,F,"Kidane, E",Meet on campus
CS 211,Programming Practicum,34456,LCD - AS1,10:00 AM - 10:50 AM,F,"Kidane, E",Meet on campus
CS 211,Programming Practicum,44906,LCD - AS2,12:00 PM - 12:50 PM,F,"Kidane, E",Meet on campus
CS 251,Data Structures,34460,LCD - AS1,09:00 AM - 09:50 AM,MWF,"Koehler, A",Meet on campus
CS 251,Data Structures,40573,LCD - AS2,10:00 AM - 10:50 AM,MWF,"Koehler, A",Meet on campus
CS 251,Data Structures,41549,LCD - AS3,01:00 PM - 01:50 PM,MWF,"Koehler, A",Meet on campus
CS 261,Machine Organization,34463,LCD - AS1,09:30 AM - 10:45 AM,TR,"Theys, M",Meet on campus
CS 261,Machine Organization,41550,LCD - AS2,12:30 PM - 01:45 PM,TR,"Theys, M",Meet on campus
CS 294,Special Topics in Computer Science,43541,LCD,06:00 PM - 08:00 PM,W,"Cranch, C",Meet on campus
CS 301,Languages and Automata,44908,LEC - AL3,03:30 PM - 04:45 PM,TR,"Bello Lander, G",Meet on campus
CS 301,Languages and Automata,17422,LEC - AL1,12:30 PM - 01:45 PM,TR,"Bello Lander, G",Meet on campus
CS 301,Languages and Automata,40574,LEC - AL2,11:00 AM - 12:15 PM,TR,"Bello Lander, G",Meet on campus
CS 341,Programming Language Design and Implementation,34723,LCD,12:00 PM - 12:50 PM,MWF,"Troy, P",Meet on campus
CS 342,Software Design,35976,LCD,11:00 AM - 12:15 PM,TR,"Hallenbeck, M",Meet on campus
CS 342,Software Design,41553,LCD,ARRANGED,,"Hallenbeck, M",Online with deadlines
CS 351,Advanced Data Structure Practicum,46812,LCD,02:00 PM - 02:50 PM,MWF,"Troy, P",Meet on campus
CS 361,Systems Programming,36306,LCD - AS1,03:30 PM - 04:45 PM,TR,"Ganchinho de Pina, L",Meet on campus
CS 362,Computer Design,36309,LCD - AS1,02:00 PM - 03:15 PM,TR,"Diaz Herrera, D",Meet on campus
CS 377,Communication and Ethical Issues in Computing,39374,LCD - AS1,01:00 PM - 01:50 PM,TR,"Burton, E",Meet on campus
CS 377,Communication and Ethical Issues in Computing,40663,LCD - AS2,02:00 PM - 02:50 PM,TR,"Burton, E",Meet on campus
CS 377,Communication and Ethical Issues in Computing,41964,LCD - AS3,03:30 PM - 04:20 PM,TR,"Burton, E",Meet on campus
CS 377,Communication and Ethical Issues in Computing,41965,LCD - AS4,05:00 PM - 05:50 PM,TR,"Burton, E",Meet on campus
CS 377,Communication and Ethical Issues in Computing,36312,LCD - BS1,10:00 AM - 10:50 AM,TR,"Clayville, K",Meet on campus
CS 377,Communication and Ethical Issues in Computing,38111,LCD - BS2,11:00 AM - 11:50 AM,TR,"Clayville, K",Meet on campus
CS 394,Special Topics in Computer Science,44912,LCD,02:00 PM - 05:00 PM,W,"Hallenbeck, M",Meet on campus
CS 401,Computer Algorithms I,43262,LCD,12:30 PM - 01:45 PM,TR,"Kshemkalyani, A",Meet on campus
CS 401,Computer Algorithms I,43453,LCD,03:30 PM - 04:45 PM,TR,"Sun, X",Meet on campus
CS 401,Computer Algorithms I,43452,LCD,03:30 PM - 04:45 PM,TR,"Sun, X",Meet on campus
CS 401,Computer Algorithms I,41267,LCD,01:00 PM - 01:50 PM,MWF,"DasGupta, B",Meet on campus
CS 401,Computer Algorithms I,20665,LCD,11:00 AM - 11:50 AM,MWF,"Turan, G",Meet on campus
CS 401,Computer Algorithms I,43263,LCD,12:30 PM - 01:45 PM,TR,"Kshemkalyani, A",Meet on campus
CS 401,Computer Algorithms I,17454,LCD,11:00 AM - 11:50 AM,MWF,"Turan, G",Meet on campus
CS 401,Computer Algorithms I,41266,LCD,01:00 PM - 01:50 PM,MWF,"DasGupta, B",Meet on campus
CS 407,Economics and Computation,44387,LEC,12:30 PM - 01:45 PM,TR,"Kash, I",Meet on campus
CS 407,Economics and Computation,44388,LEC,12:30 PM - 01:45 PM,TR,"Kash, I",Meet on campus
CS 411,Artificial Intelligence I,44910,LCD,09:30 AM - 10:45 AM,TR,"Kash, I",Meet on campus
CS 411,Artificial Intelligence I,38549,LCD,09:00 AM - 09:50 AM,MWF,"Gmytrasiewicz, P",Meet on campus
CS 411,Artificial Intelligence I,38550,LCD,09:00 AM - 09:50 AM,MWF,"Gmytrasiewicz, P",Meet on campus
CS 411,Artificial Intelligence I,44911,LCD,09:30 AM - 10:45 AM,TR,"Kash, I",Meet on campus
CS 418,Introduction to Data Science,43231,LEC,12:30 PM - 01:45 PM,TR,"Ziebart, B",Meet on campus
CS 418,Introduction to Data Science,43230,LEC,12:30 PM - 01:45 PM,TR,"Ziebart, B",Meet on campus
CS 418,Introduction to Data Science,41110,LEC,11:00 AM - 12:15 PM,TR,"Diaz Herrera, D",Meet on campus
CS 418,Introduction to Data Science,41111,LEC,11:00 AM - 12:15 PM,TR,"Diaz Herrera, D",Meet on campus
CS 422,User Interface Design and Programming,19650,LCD,09:30 AM - 10:45 AM,TR,"Soni, N",Meet on campus
CS 422,User Interface Design and Programming,20669,LCD,09:30 AM - 10:45 AM,TR,"Soni, N",Meet on campus
CS 425,Computer Graphics I,44389,LCD - AS1,11:00 AM - 12:15 PM,T,"Bell, J",Meet on campus
CS 425,Computer Graphics I,44391,LCD - AS2,11:00 AM - 12:15 PM,T,"Bell, J",Meet on campus
CS 427,Creative Coding,45607,LCD,01:00 PM - 03:40 PM,W,"Kerne, A",
CS 427,Creative Coding,45608,LCD,01:00 PM - 03:40 PM,W,"Kerne, A",
CS 440,Software Engineering I,29904,LCD,12:00 PM - 12:50 PM,MWF,"Bell, J",Meet on campus
CS 440,Software Engineering I,29905,LCD,12:00 PM - 12:50 PM,MWF,"Bell, J",Meet on campus
CS 442,Software Engineering II,33785,LEC,10:00 AM - 10:50 AM,MWF,"Bell, J",Meet on campus
CS 442,Software Engineering II,33786,LEC,10:00 AM - 10:50 AM,MWF,"Bell, J",Meet on campus
CS 450,Introduction to Networking,19163,LEC,11:00 AM - 12:15 PM,TR,"Kshemkalyani, A",Meet on campus
CS 450,Introduction to Networking,17432,LEC,11:00 AM - 12:15 PM,TR,"Kshemkalyani, A",Meet on campus
CS 454,Principles of Concurrent Programming,45709,LCD,04:30 PM - 05:45 PM,MW,"Grechanik, M",Meet on campus
CS 454,Principles of Concurrent Programming,45710,LCD,04:30 PM - 05:45 PM,MW,"Grechanik, M",Meet on campus
CS 461,Operating Systems Design and Implementation,44394,LCD,03:00 PM - 04:15 PM,MW,"Solworth, J",
CS 461,Operating Systems Design and Implementation,44395,LCD,03:00 PM - 04:15 PM,MW,"Solworth, J",
CS 466,Computer Architecture,26694,LCD,09:30 AM - 10:45 AM,TR,"Zhu, Z",Meet on campus
CS 466,Computer Architecture,26695,LCD,09:30 AM - 10:45 AM,TR,"Zhu, Z",Meet on campus
CS 474,Object-Oriented Languages and Environments,38616,LCD,12:30 PM - 01:45 PM,TR,"Mansky, W",Meet on campus
CS 474,Object-Oriented Languages and Environments,38617,LCD,12:30 PM - 01:45 PM,TR,"Mansky, W",Meet on campus
CS 477,"Public Policy, Legal, and Ethical Issues in Computing, Privacy, and Security",37123,LCD,02:00 PM - 03:15 PM,TR,"Sloan, R",Meet on campus
CS 477,"Public Policy, Legal, and Ethical Issues in Computing, Privacy, and Security",37124,LCD,02:00 PM - 03:15 PM,TR,"Sloan, R",Meet on campus
CS 478,Software Development for Mobile Platforms,37634,LCD,03:30 PM - 04:45 PM,TR,"Buy, U",Meet on campus
CS 478,Software Development for Mobile Platforms,37633,LCD,03:30 PM - 04:45 PM,TR,"Buy, U",Meet on campus
CS 480,Database Systems,17438,LCD,11:00 AM - 12:15 PM,TR,"Riazi, S",Meet on campus
CS 480,Database Systems,19171,LCD,11:00 AM - 12:15 PM,TR,"Riazi, S",Meet on campus
CS 480,Database Systems,43454,LCD,11:00 AM - 12:15 PM,TR,"Riazi, S",On campus and online
CS 480,Database Systems,43455,LCD,11:00 AM - 12:15 PM,TR,"Riazi, S",On campus and online
CS 483,Big Data Mining,46684,LCD,05:00 PM - 06:15 PM,TR,"Cheng, L",Meet on campus
CS 483,Big Data Mining,46685,LCD,05:00 PM - 06:15 PM,TR,"Cheng, L",Meet on campus
CS 491,Seminar,38500,LCD,ARRANGED,,"Di Eugenio, B",Meet online at set times
CS 494,Special Topics in Computer Science,42289,LCD,02:00 PM - 03:15 PM,TR,"Papka, M",Meet on campus
CS 494,Special Topics in Computer Science,42278,LCD,02:00 PM - 03:15 PM,TR,"Papka, M",Meet on campus
CS 499,Professional Development Seminar,30640,LCD,ARRANGED,,"Bell, J",Online with deadlines
CS 501,Computer Algorithms II,33788,LCD,09:00 AM - 09:50 AM,MWF,"Turan, G",Meet on campus
CS 511,Artificial Intelligence II,17442,LCD,10:00 AM - 10:50 AM,MWF,"Gmytrasiewicz, P",Meet on campus
CS 518,Deep Learning for Computer Vision,45598,LEC,03:00 PM - 04:15 PM,MW,"Tang, W",Meet on campus
CS 521,Statistical Natural Language Processing,43232,LCD,09:30 AM - 10:45 AM,TR,"Parde, N",Meet on campus
CS 524,Visualization and Visual Analytics II,32362,LCD,09:30 AM - 10:45 AM,TR,"Miranda, F",Meet on campus
CS 540,Advanced Topics in Software Engineering,37332,LCD,02:00 PM - 03:15 PM,TR,"Buy, U",Meet on campus
CS 566,Parallel Processing,33563,LCD,12:30 PM - 01:45 PM,TR,"Dutt, S",Meet on campus
CS 569,High-Performance Processors and Systems,27021,LCD,11:00 AM - 12:15 PM,TR,"Zhu, Z",Meet on campus
CS 583,Data Mining and Text Mining,25479,LCD,06:00 PM - 08:40 PM,M,"Liu, B",Meet on campus
CS 587,Computer Systems Security,44286,LCD,04:30 PM - 05:45 PM,MW,"Solworth, J",Meet on campus
CS 594,Special Topics,33792,LCD,02:00 PM - 03:15 PM,TR,"Chattopadhyay, D",Meet on campus
CS 594,Special Topics,33649,LCD,03:30 PM - 04:45 PM,TR,"Sintos, S",Meet on campus
CS 594,Special Topics,33648,LCD,12:30 PM - 01:45 PM,TR,"Medya, S",Meet on campus
CS 594,Special Topics,34724,LCD,06:00 PM - 08:40 PM,W,"Zhang, X",Meet on campus
