Course Code,Course Title,CRN,Section Type,Time,Days,Instructor,Method
CS 251,Data Structures,40507,LCD - AL2,10:00 AM - 10:50 AM,MWF,"Koehler, A",Meet on campus
CS 251,Data Structures,42499,LCD - AL3,11:00 AM - 11:50 AM,MWF,"Koehler, A",On campus and online
CS 261,Machine Organization,36391,LCD - AL1,09:30 AM - 10:45 AM,TR,"Theys, M",Meet on campus
CS 261,Machine Organization,42498,LCD - AL2,12:30 PM - 01:45 PM,TR,"Theys, M",Meet on campus
CS 261,Machine Organization,41014,LCD - AL3,02:00 PM - 03:15 PM,TR,"Theys, M",Meet on campus
CS 294,Special Topics in Computer Science,44176,LCD,06:00 PM - 07:15 PM,W,"Cranch, C",Meet on campus
CS 294,Special Topics in Computer Science,46841,LCD,ARRANGED,,,Online with deadlines
CS 294,Special Topics in Computer Science,46073,LCD,04:00 PM - 04:50 PM,T,"Diaz Herrera, D; Revelo Alonso, R",Meet on campus
CS 294,Special Topics in Computer Science,47562,LCD,05:00 PM - 05:50 PM,MWF,"Hayes, D",Meet on campus
CS 301,Languages and Automata,45948,LEC - AL3,12:30 PM - 01:45 PM,TR,"Bello Lander, G",Meet on campus
CS 301,Languages and Automata,42220,LEC - AL2,02:00 PM - 03:15 PM,TR,"Bello Lander, G",Meet on campus
CS 301,Languages and Automata,10647,LEC - AL1,03:30 PM - 04:45 PM,TR,"Bello Lander, G",Meet on campus
CS 341,Programming Language Design and Implementation,36202,LCD,02:00 PM - 02:50 PM,MWF,"Troy, P",Meet on campus
CS 341,Programming Language Design and Implementation,42735,LCD,03:00 PM - 03:50 PM,MWF,"Troy, P",Meet on campus
CS 342,Software Design,37162,LCD,11:00 AM - 12:15 PM,TR,"Hallenbeck, M",Meet on campus
CS 342,Software Design,40973,LCD,02:00 PM - 03:15 PM,TR,"Hallenbeck, M",On campus and online
CS 361,Systems Programming,36535,LCD - AS1,12:30 PM - 01:45 PM,TR,"Vamanan, B",Meet on campus
CS 361,Systems Programming,42221,LCD - AS2,02:00 PM - 03:15 PM,TR,"Vamanan, B",Meet on campus
CS 362,Computer Design,36196,LCD - AS1,09:30 AM - 10:45 AM,TR,"Diaz Herrera, D",Meet on campus
CS 362,Computer Design,42222,LCD - AS2,11:00 AM - 12:15 PM,TR,"Diaz Herrera, D",Meet on campus
CS 377,Communication and Ethical Issues in Computing,39429,LCD - AS1,01:00 PM - 01:50 PM,TR,"Burton, E",Meet on campus
CS 377,Communication and Ethical Issues in Computing,41404,LCD - AS2,02:00 PM - 02:50 PM,TR,"Burton, E",Meet on campus
CS 377,Communication and Ethical Issues in Computing,42236,LCD - AS3,03:30 PM - 04:20 PM,TR,"Burton, E",Meet on campus
CS 377,Communication and Ethical Issues in Computing,44087,LCD - AS4,05:00 PM - 05:50 PM,TR,"Burton, E",Meet on campus
CS 377,Communication and Ethical Issues in Computing,36199,LCD - BS1,10:00 AM - 10:50 AM,TR,"Clayville, K",Meet on campus
CS 377,Communication and Ethical Issues in Computing,38340,LCD - BS2,11:00 AM - 11:50 AM,TR,"Clayville, K",Meet on campus
CS 378,Framework-based Software Development for Hand-held Devices,47249,LCD,09:30 AM - 10:45 AM,TR,"Hallenbeck, M",Meet on campus
CS 394,Special Topics in Computer Science,44123,LCD,02:00 PM - 05:00 PM,R,"Hallenbeck, M",On campus and online
CS 401,Computer Algorithms I,35218,LCD,11:00 AM - 12:15 PM,TR,"Sintos, S",Meet on campus
CS 401,Computer Algorithms I,35219,LCD,11:00 AM - 12:15 PM,TR,"Sintos, S",Meet on campus
CS 401,Computer Algorithms I,39067,LCD,12:30 PM - 01:45 PM,TR,"Sun, X",Meet on campus
CS 401,Computer Algorithms I,39068,LCD,12:30 PM - 01:45 PM,TR,"Sun, X",Meet on campus
CS 401,Computer Algorithms I,41675,LCD,01:00 PM - 01:50 PM,MWF,"DasGupta, B",Meet on campus
CS 401,Computer Algorithms I,41676,LCD,01:00 PM - 01:50 PM,MWF,"DasGupta, B",Meet on campus
CS 401,Computer Algorithms I,10669,LCD,02:00 PM - 02:50 PM,MWF,"Reyzin, L",On campus and online
CS 401,Computer Algorithms I,20262,LCD,02:00 PM - 02:50 PM,MWF,"Reyzin, L",On campus and online
CS 401,Computer Algorithms I,10671,LCD,03:30 PM - 04:45 PM,TR,"Asudeh, A",Meet on campus
CS 401,Computer Algorithms I,20264,LCD,03:30 PM - 04:45 PM,TR,"Asudeh, A",Meet on campus
CS 411,Artificial Intelligence I,10672,LCD,09:00 AM - 09:50 AM,MWF,"Gmytrasiewicz, P",Meet on campus
CS 411,Artificial Intelligence I,20266,LCD,09:00 AM - 09:50 AM,MWF,"Gmytrasiewicz, P",Meet on campus
CS 411,Artificial Intelligence I,42736,LCD,09:30 AM - 10:45 AM,TR,"Kash, I",Meet on campus
CS 411,Artificial Intelligence I,42737,LCD,09:30 AM - 10:45 AM,TR,"Kash, I",Meet on campus
CS 415,Computer Vision I,42845,LCD,12:30 PM - 01:45 PM,TR,"Tang, W",Meet on campus
CS 415,Computer Vision I,42844,LCD,12:30 PM - 01:45 PM,TR,"Tang, W",Meet on campus
CS 418,Introduction to Data Science,44033,LEC,12:30 PM - 01:45 PM,TR,"Medya, S",Meet on campus
CS 418,Introduction to Data Science,44034,LEC,12:30 PM - 01:45 PM,TR,"Medya, S",Meet on campus
CS 418,Introduction to Data Science,42738,LEC,03:30 PM - 04:45 PM,TR,"Diaz Herrera, D",Meet on campus
CS 418,Introduction to Data Science,42739,LEC,03:30 PM - 04:45 PM,TR,"Diaz Herrera, D",Meet on campus
CS 421,Natural Language Processing,43946,LEC,02:00 PM - 03:15 PM,TR,"Parde, N",Meet on campus
CS 421,Natural Language Processing,43947,LEC,02:00 PM - 03:15 PM,TR,"Parde, N",Meet on campus
CS 422,User Interface Design and Programming,47233,LCD,05:00 PM - 06:15 PM,TR,"Michaelis, J",Meet on campus
CS 422,User Interface Design and Programming,47232,LCD,05:00 PM - 06:15 PM,TR,"Michaelis, J",Meet on campus
CS 422,User Interface Design and Programming,44138,LCD,02:00 PM - 03:15 PM,TR,"Chattopadhyay, D",Meet on campus
CS 422,User Interface Design and Programming,44137,LCD,02:00 PM - 03:15 PM,TR,"Chattopadhyay, D",Meet on campus
CS 424,Visualization and Visual Analytics,33484,LCD,09:30 AM - 10:45 AM,TR,"Miranda, F",Meet on campus
CS 424,Visualization and Visual Analytics,33485,LCD,09:30 AM - 10:45 AM,TR,"Miranda, F",Meet on campus
CS 428,"Virtual, Augmented and Mixed Reality",43563,LCD,03:30 PM - 04:45 PM,TR,"Johnson, A",Meet on campus
CS 428,"Virtual, Augmented and Mixed Reality",43564,LCD,03:30 PM - 04:45 PM,TR,"Johnson, A",Meet on campus
CS 440,Software Engineering I,38985,LCD,12:00 PM - 12:50 PM,MWF,"Bell, J",Meet on campus
CS 440,Software Engineering I,38984,LCD,12:00 PM - 12:50 PM,MWF,"Bell, J",Meet on campus
CS 440,Software Engineering I,41680,LCD,10:00 AM - 10:50 AM,MWF,"Bell, J",Meet on campus
CS 440,Software Engineering I,41679,LCD,10:00 AM - 10:50 AM,MWF,"Bell, J",Meet on campus
CS 441,Engineering Distributed Objects For Cloud Computing,39826,LCD,02:00 PM - 03:15 PM,TR,"Grechanik, M",Meet on campus
CS 441,Engineering Distributed Objects For Cloud Computing,39827,LCD,02:00 PM - 03:15 PM,TR,"Grechanik, M",Meet on campus
CS 450,Introduction to Networking,10677,LEC,03:00 PM - 04:15 PM,MW,"Kshemkalyani, A",Meet on campus
CS 450,Introduction to Networking,20271,LEC,03:00 PM - 04:15 PM,MW,"Kshemkalyani, A",Meet on campus
CS 453,Introduction to Parallel and Distributed Processing,47563,LCD,04:30 PM - 05:45 PM,MW,"Kshemkalyani, A",Meet on campus
CS 453,Introduction to Parallel and Distributed Processing,47564,LCD,04:30 PM - 05:45 PM,MW,"Kshemkalyani, A",Meet on campus
CS 461,Operating Systems Design and Implementation,42521,LCD,12:00 PM - 12:50 PM,MWF,"Solworth, J",Meet on campus
CS 461,Operating Systems Design and Implementation,43861,LCD,12:00 PM - 12:50 PM,MWF,"Solworth, J",Meet on campus
CS 466,Advanced Computer Architecture,28472,LCD,11:00 AM - 12:15 PM,TR,"Zhu, Z",Meet on campus
CS 466,Advanced Computer Architecture,28473,LCD,11:00 AM - 12:15 PM,TR,"Zhu, Z",Meet on campus
CS 473,Compiler Design,47255,LCD,11:00 AM - 12:15 PM,TR,"Ganchinho de Pina, L",Meet on campus
CS 473,Compiler Design,47256,LCD,11:00 AM - 12:15 PM,TR,"Ganchinho de Pina, L",Meet on campus
CS 474,Object-Oriented Languages and Environments,20205,LCD,05:00 PM - 06:15 PM,TR,"Grechanik, M",Meet on campus
CS 474,Object-Oriented Languages and Environments,10680,LCD,05:00 PM - 06:15 PM,TR,"Grechanik, M",Meet on campus
CS 474,Object-Oriented Languages and Environments,38903,LCD,12:30 PM - 01:45 PM,TR,"Buy, U",Meet on campus
CS 474,Object-Oriented Languages and Environments,38902,LCD,12:30 PM - 01:45 PM,TR,"Buy, U",Meet on campus
CS 476,Programming Language Design,42740,LCD,10:00 AM - 10:50 AM,MWF,"Mansky, W",Meet on campus
CS 476,Programming Language Design,42741,LCD,10:00 AM - 10:50 AM,MWF,"Mansky, W",Meet on campus
CS 477,"Public Policy, Legal, and Ethical Issues in Computing, Privacy, and Security",48168,LCD,09:30 AM - 10:45 AM,MW,"McCarty, E",
CS 477,"Public Policy, Legal, and Ethical Issues in Computing, Privacy, and Security",48169,LCD,09:30 AM - 10:45 AM,MW,"McCarty, E",
CS 478,Software Development for Mobile Platforms,41618,LCD,03:30 PM - 04:45 PM,TR,"Buy, U",Meet on campus
CS 478,Software Development for Mobile Platforms,41619,LCD,03:30 PM - 04:45 PM,TR,"Buy, U",Meet on campus
CS 480,Database Systems,10682,LCD,01:00 PM - 01:50 PM,MWF,"Hayes, D",Meet on campus
CS 480,Database Systems,13947,LCD,01:00 PM - 01:50 PM,MWF,"Hayes, D",Meet on campus
CS 480,Database Systems,41677,LCD,02:00 PM - 02:50 PM,MWF,"Hayes, D",Meet on campus
CS 480,Database Systems,41678,LCD,02:00 PM - 02:50 PM,MWF,"Hayes, D",Meet on campus
CS 484,Secure Web Application Development,46594,LCD,02:00 PM - 02:50 PM,MWF,"Kanich, C",Meet on campus
CS 484,Secure Web Application Development,46593,LCD,02:00 PM - 02:50 PM,MWF,"Kanich, C",Meet on campus
CS 491,Seminar,39059,LCD,ARRANGED,,"Di Eugenio, B",On campus and online
CS 494,Special Topics in Computer Science,45500,LCD,11:00 AM - 12:15 PM,TR,"Soni, N",Meet on campus
CS 494,Special Topics in Computer Science,45501,LCD,11:00 AM - 12:15 PM,TR,"Soni, N",Meet on campus
CS 499,Professional Development Seminar,32402,LCD,ARRANGED,,"Bell, J",
CS 501,Computer Algorithms II,34850,LCD,05:00 PM - 06:15 PM,TR,"Asudeh, A",Meet on campus
CS 506,An Introduction to Quantum Computing,47565,LEC,02:00 PM - 02:50 PM,MWF,"DasGupta, B",Meet on campus
CS 514,Applied Artificial Intelligence,22882,LCD,10:00 AM - 10:50 AM,MWF,"Gmytrasiewicz, P",Meet on campus
CS 520,Causal Inference and Learning,45269,LCD,11:00 AM - 12:15 PM,TR,"Zheleva, E",Meet on campus
CS 522,Human-Computer Interaction,37373,LCD,12:30 PM - 01:45 PM,TR,"Kerne, A",Meet on campus
CS 529,Visual Data Science,47569,LCD,02:00 PM - 03:15 PM,TR,"Marai, G",Meet on campus
CS 559,Neural Networks,25622,LCD,02:00 PM - 03:15 PM,TR,"Koyuncu, E",Meet on campus
CS 582,Information Retrieval,47257,LCD,03:00 PM - 05:30 PM,M,"Caragea, C",Meet on campus
CS 583,Data Mining and Text Mining,30286,LCD,12:30 PM - 01:45 PM,TR,"Liu, B",Meet on campus
CS 584,Advanced Data Mining,33487,LEC,09:30 AM - 10:45 AM,TR,"Yu, P",Meet on campus
CS 590,Research Methods in Computer Science,45284,LCD,04:30 PM - 05:45 PM,MW,"Di Eugenio, B",Meet on campus
CS 594,Special Topics,27441,LCD,11:00 AM - 12:15 PM,TR,"Cheng, L",Meet on campus
CS 594,Special Topics,43915,LCD,09:30 AM - 10:45 AM,MW,"Ziebart, B",Meet on campus
CS 594,Special Topics,29095,LCD,03:00 PM - 04:15 PM,MW,"Rooshenas, P",Meet on campus
