Course Code,Course Title,Credits,CRN,Section Type,Time,Days per Week,Instructor,Method,Semester,Year,Time of Day,Duration of Class (minutes)
CS 100,Discovering Computer Science,3,17397,LCD,02:00 PM - 02:50 PM,3,"Reed, D",On Campus,Spring,2014,Afternoon,50
CS 107,Introduction to Computing and Programming,4,17412,LEC,12:30 PM - 01:45 PM,2,"Theys, M",On Campus,Spring,2014,Afternoon,75
CS 109,C/C ++ Programming for Engineers with MatLab,3,19466,LCD,02:00 PM - 02:50 PM,2,"Hummel, J",On Campus,Spring,2014,Afternoon,50
CS 111,Program Design I,3,34013,LCD,02:00 PM - 03:15 PM,2,"Troy, P",On Campus,Spring,2014,Afternoon,75
CS 141,Program Design II,3,34447,LCD,01:00 PM - 01:50 PM,3,"Reed, D",On Campus,Spring,2014,Afternoon,50
CS 151,Mathematical Foundations of Computing,3,34014,LEC,12:00 PM - 12:50 PM,3,"Simonson, C",On Campus,Spring,2014,Afternoon,50
CS 201,Data Structures and Discrete Mathematics I,4,17418,LCD,12:00 PM - 12:50 PM,1,"Liu, B",On Campus,Spring,2014,Afternoon,50
CS 201,Data Structures and Discrete Mathematics I,4,N/A,LCD,12:30 PM - 01:45 PM,2,N/A,On Campus,Spring,2014,Afternoon,75
CS 211,Programming Practicum,2,34456,LCD,10:00 AM - 10:50 AM,1,"Theys, M",On Campus,Spring,2014,Morning,50
CS 251,Data Structures,4,34460,LCD,11:00 AM - 11:50 AM,3,"Lillis, J",On Campus,Spring,2014,Morning,50
CS 261,Machine Organization,3,34463,LCD,02:00 PM - 03:15 PM,2,"Theys, M",On Campus,Spring,2014,Afternoon,75
CS 301,Languages and Automata,3,17422,LEC,01:00 PM - 01:50 PM,3,"Simonson, C",On Campus,Spring,2014,Afternoon,50
CS 341,Programming Language Design and Implementation,1,34723,LCD,11:00 AM - 11:50 AM,3,"Hummel, J",On Campus,Spring,2014,Morning,50
CS 342,Software Design,3,35976,LCD,09:30 AM - 10:45 AM,2,"Troy, P",On Campus,Spring,2014,Morning,75
CS 361,Computer Systems,3,36306,LCD,12:30 PM - 01:45 PM,2,"Bell, J",On Campus,Spring,2014,Afternoon,75
CS 362,Computer Design,3,36309,LCD,09:30 AM - 10:45 AM,2,"Theys, M",On Campus,Spring,2014,Morning,75
CS 377,Communication and Ethical Issues in Computing,3,36312,LCD,12:00 PM - 12:50 PM,2,"Solworth, J",On Campus,Spring,2014,Afternoon,50
CS 385,Operating Systems Concepts and Design,3,17428,LCD,03:30 PM - 04:45 PM,2,"Kimpe, D",On Campus,Spring,2014,Afternoon,75
CS 401,Computer Algorithms I,3,17454,LCD,11:00 AM - 11:50 AM,3,"Lenz, J",On Campus,Spring,2014,Morning,50
CS 401,Computer Algorithms I,3,20665,LCD,11:00 AM - 11:50 AM,3,"Lenz, J",On Campus,Spring,2014,Morning,50
CS 401,Computer Algorithms I,3,17455,LCD,12:30 PM - 01:45 PM,2,"Lillis, J",On Campus,Spring,2014,Afternoon,75
CS 401,Computer Algorithms I,3,20667,LCD,12:30 PM - 01:45 PM,2,"Lillis, J",On Campus,Spring,2014,Afternoon,75
CS 421,Natural Language Processing,3,28653,LEC,12:30 PM - 01:45 PM,2,"Di Eugenio, B",On Campus,Spring,2014,Afternoon,75
CS 421,Natural Language Processing,3,28654,LEC,12:30 PM - 01:45 PM,2,"Di Eugenio, B",On Campus,Spring,2014,Afternoon,75
CS 422,User Interface Design and Programming,3,19650,LCD,10:00 AM - 10:50 AM,3,"Lyons, L",On Campus,Spring,2014,Morning,50
CS 422,User Interface Design and Programming,3,20669,LCD,10:00 AM - 10:50 AM,3,"Lyons, L",On Campus,Spring,2014,Morning,50
CS 424,Visualization and Visual Analytics,3,36552,LCD,01:00 PM - 02:15 PM,1,"Johnson, A; Leigh, J",On Campus,Spring,2014,Afternoon,75
CS 424,Visualization and Visual Analytics,3,N/A,LCD,03:30 PM - 04:45 PM,1,"Johnson, A; Leigh, J",On Campus,Spring,2014,Afternoon,75
CS 424,Visualization and Visual Analytics,3,36553,LCD,01:00 PM - 02:15 PM,1,"Johnson, A; Leigh, J",On Campus,Spring,2014,Afternoon,75
CS 424,Visualization and Visual Analytics,3,N/A,LCD,03:30 PM - 04:45 PM,1,"Johnson, A; Leigh, J",On Campus,Spring,2014,Afternoon,75
CS 426,Video Game Design and Development,3,27145,LCD,03:00 PM - 05:30 PM,1,"Tulewicz, M",On Campus,Spring,2014,Afternoon,150
CS 426,Video Game Design and Development,3,27146,LCD,03:00 PM - 05:30 PM,1,"Tulewicz, M",On Campus,Spring,2014,Afternoon,150
CS 440,Software Engineering I,3,29904,LCD,10:00 AM - 10:50 AM,3,"Bell, J",On Campus,Spring,2014,Morning,50
CS 440,Software Engineering I,3,29905,LCD,10:00 AM - 10:50 AM,3,"Bell, J",On Campus,Spring,2014,Morning,50
CS 442,Software Engineering II,3,33785,LEC,09:30 AM - 10:45 AM,2,"Grechanik, M",On Campus,Spring,2014,Morning,75
CS 442,Software Engineering II,3,33786,LEC,09:30 AM - 10:45 AM,2,"Grechanik, M",On Campus,Spring,2014,Morning,75
CS 450,Introduction to Networking,3,17432,LEC,11:00 AM - 11:50 AM,3,"Bell, J",On Campus,Spring,2014,Morning,50
CS 450,Introduction to Networking,3,19163,LEC,11:00 AM - 11:50 AM,3,"Bell, J",On Campus,Spring,2014,Morning,50
CS 466,Advanced Computer Architecture,3,26694,LCD,09:30 AM - 10:45 AM,2,"Hefeida, M",On Campus,Spring,2014,Morning,75
CS 466,Advanced Computer Architecture,3,26695,LCD,09:30 AM - 10:45 AM,2,"Hefeida, M",On Campus,Spring,2014,Morning,75
CS 469,Computer Systems Design,3,17434,LCD,02:00 PM - 03:15 PM,2,"Rao, W",On Campus,Spring,2014,Afternoon,75
CS 469,Computer Systems Design,3,19165,LCD,02:00 PM - 03:15 PM,2,"Rao, W",On Campus,Spring,2014,Afternoon,75
CS 473,Compiler Design,3,26540,LCD,02:00 PM - 02:50 PM,3,"Gjomemo, R",On Campus,Spring,2014,Afternoon,50
CS 473,Compiler Design,3,26541,LCD,02:00 PM - 02:50 PM,3,"Gjomemo, R",On Campus,Spring,2014,Afternoon,50
CS 474,Object-Oriented Languages and Environments,3,17435,LCD,03:30 PM - 04:45 PM,2,"Buy, U",On Campus,Spring,2014,Afternoon,75
CS 474,Object-Oriented Languages and Environments,3,19167,LCD,03:30 PM - 04:45 PM,2,"Buy, U",On Campus,Spring,2014,Afternoon,75
CS 480,Database Systems,3,17438,LCD,03:00 PM - 03:50 PM,3,"Sistla, A",On Campus,Spring,2014,Afternoon,50
CS 480,Database Systems,3,19171,LCD,03:00 PM - 03:50 PM,3,"Sistla, A",On Campus,Spring,2014,Afternoon,50
CS 491,Seminar,1,30595,LCD,12:00 PM - 02:30 PM,1,"Buy, U",On Campus,Spring,2014,Afternoon,150
CS 491,Seminar,1,34895,LCD,02:00 PM - 03:15 PM,2,"Ziebart, B",On Campus,Spring,2014,Afternoon,75
CS 491,Seminar,1,34896,LCD,02:00 PM - 03:15 PM,2,"Ziebart, B",On Campus,Spring,2014,Afternoon,75
CS 491,Seminar,1,29907,LCD,05:00 PM - 07:30 PM,1,"Jones, S",On Campus,Spring,2014,Evening,150
CS 491,Seminar,1,32690,LCD,05:00 PM - 07:30 PM,1,"Jones, S",On Campus,Spring,2014,Evening,150
CS 499,Professional Development Seminar,0,30640,LCD,ARRANGED,0,"Troy, P",On Campus,Spring,2014,N/A,0
CS 501,Computer Algorithms II,4,33788,LCD,03:30 PM - 04:45 PM,2,"DasGupta, B",On Campus,Spring,2014,Afternoon,75
CS 502,Design and Analysis of Efficient Algorithms in Computational Molecular Biology,4,23104,LCD,02:00 PM - 03:15 PM,2,"DasGupta, B",On Campus,Spring,2014,Afternoon,75
CS 511,Artificial Intelligence II,4,17442,LCD,12:30 PM - 01:45 PM,2,"Gmytrasiewicz, P",On Campus,Spring,2014,Afternoon,75
CS 553,Distributed Computing Systems,4,31243,LCD,02:00 PM - 03:15 PM,2,"Kshemkalyani, A",On Campus,Spring,2014,Afternoon,75
CS 566,Parallel Processing,4,33563,LCD,04:00 PM - 05:15 PM,2,"Dutt, S",On Campus,Spring,2014,Afternoon,75
CS 569,High-Performance Processors and Systems,4,27021,LCD,11:00 AM - 12:15 PM,2,"Hummel, J",On Campus,Spring,2014,Morning,75
CS 581,Database Management Systems,4,28655,LCD,02:00 PM - 03:15 PM,2,"Wolfson, O",On Campus,Spring,2014,Afternoon,75
CS 582,Information Retrieval,4,17452,LCD,05:00 PM - 06:15 PM,2,"Yu, C",On Campus,Spring,2014,Evening,75
CS 583,Data Mining and Text Mining,4,25479,LCD,03:30 PM - 04:45 PM,2,"Liu, B",On Campus,Spring,2014,Afternoon,75
CS 588,Security and Privacy in Networked and Distributed Systems,4,29908,LCD,04:00 PM - 04:50 PM,3,"Solworth, J",On Campus,Spring,2014,Afternoon,50
CS 590,Research Methods in Computer Science,4,34836,LCD,09:30 AM - 10:45 AM,2,"Di Eugenio, B",On Campus,Spring,2014,Morning,75
CS 594,Special Topics,4,33792,LCD,05:00 PM - 07:30 PM,1,"Zuck, L; Kanich, C",On Campus,Spring,2014,Evening,150
CS 107,Introduction to Computing and Programming,4,14277,LEC,02:00 PM - 03:40 PM,3,"Wong, K",On Campus,Summer,2014,Afternoon,100
CS 109,C/C ++ Programming for Engineers with MatLab,3,16592,LCD,01:30 PM - 03:10 PM,2,"Bell, J",On Campus,Summer,2014,Afternoon,100
CS 151,Mathematical Foundations of Computing,3,20275,LEC,12:00 PM - 01:40 PM,3,"Lillis, J",On Campus,Summer,2014,Afternoon,100
CS 401,Computer Algorithms I,3,14209,LCD,10:00 AM - 11:40 AM,3,"Lowman, R",On Campus,Summer,2014,Morning,100
CS 401,Computer Algorithms I,3,15054,LCD,10:00 AM - 11:40 AM,3,"Lowman, R",On Campus,Summer,2014,Morning,100
CS 480,Database Systems,3,19865,LCD,10:45 AM - 01:15 PM,2,"Sistla, A",On Campus,Summer,2014,Morning,150
CS 480,Database Systems,3,19866,LCD,10:45 AM - 01:15 PM,2,"Sistla, A",On Campus,Summer,2014,Morning,150
CS 100,Discovering Computer Science,3,10615,LCD,01:00 PM - 01:50 PM,3,"Reed, D",On Campus,Fall,2014,Afternoon,50
CS 107,Introduction to Computing and Programming,4,10634,LEC,04:00 PM - 04:50 PM,3,"Wong, K",On Campus,Fall,2014,Afternoon,50
CS 109,C/C ++ Programming for Engineers with MatLab,3,36425,LCD,02:00 PM - 02:50 PM,2,"Hummel, J",On Campus,Fall,2014,Afternoon,50
CS 111,Program Design I,3,34656,LCD,09:30 AM - 10:45 AM,2,"Troy, P",On Campus,Fall,2014,Morning,75
CS 141,Program Design II,3,34657,LCD,03:00 PM - 03:50 PM,3,"Lillis, J",On Campus,Fall,2014,Afternoon,50
CS 151,Mathematical Foundations of Computing,3,34858,LEC,02:00 PM - 03:15 PM,2,"Berger-Wolf, T",On Campus,Fall,2014,Afternoon,75
CS 201,Data Structures and Discrete Mathematics I,4,10641,LCD,11:00 AM - 12:15 PM,2,"Troy, P",On Campus,Fall,2014,Morning,75
CS 201,Data Structures and Discrete Mathematics I,4,N/A,LCD,12:00 PM - 12:50 PM,1,"Troy, P",On Campus,Fall,2014,Afternoon,50
CS 211,Programming Practicum,2,34861,LCD,11:00 AM - 11:50 AM,1,"Troy, P",On Campus,Fall,2014,Morning,50
CS 251,Data Structures,4,36203,LCD,09:00 AM - 09:50 AM,3,"Reed, D",On Campus,Fall,2014,Morning,50
CS 261,Machine Organization,3,36391,LCD,12:30 PM - 01:45 PM,2,"Theys, M",On Campus,Fall,2014,Afternoon,75
CS 301,Languages and Automata,3,10647,LEC,09:30 AM - 10:45 AM,2,"Sistla, A",On Campus,Fall,2014,Morning,75
CS 341,Programming Language Design and Implementation,0,36202,LCD,01:00 PM - 01:50 PM,3,"Hummel, J",On Campus,Fall,2014,Afternoon,50
CS 342,Software Design,3,37162,LCD,12:30 PM - 01:45 PM,2,"Buy, U",On Campus,Fall,2014,Afternoon,75
CS 361,Computer Systems,3,36535,LCD,11:00 AM - 11:50 AM,3,"Bell, J",On Campus,Fall,2014,Morning,50
CS 362,Computer Design,3,36196,LCD,02:00 PM - 03:15 PM,2,"Theys, M",On Campus,Fall,2014,Afternoon,75
CS 377,Communication and Ethical Issues in Computing,3,36199,LCD,02:00 PM - 02:50 PM,2,"Bell, J",On Campus,Fall,2014,Afternoon,50
CS 385,Operating Systems Concepts and Design,3,10654,LCD,03:30 PM - 04:45 PM,2,"Eriksson, J",On Campus,Fall,2014,Afternoon,75
CS 401,Computer Algorithms I,3,10669,LCD,11:00 AM - 11:50 AM,3,"Turan, G",On Campus,Fall,2014,Morning,50
CS 401,Computer Algorithms I,3,20262,LCD,11:00 AM - 11:50 AM,3,"Turan, G",On Campus,Fall,2014,Morning,50
CS 401,Computer Algorithms I,3,10671,LCD,12:30 PM - 01:45 PM,2,"Kshemkalyani, A",On Campus,Fall,2014,Afternoon,75
CS 401,Computer Algorithms I,3,20264,LCD,12:30 PM - 01:45 PM,2,"Kshemkalyani, A",On Campus,Fall,2014,Afternoon,75
CS 401,Computer Algorithms I,3,35218,LCD,02:00 PM - 02:50 PM,3,"Ziebart, B",On Campus,Fall,2014,Afternoon,50
CS 401,Computer Algorithms I,3,35219,LCD,02:00 PM - 02:50 PM,3,"Ziebart, B",On Campus,Fall,2014,Afternoon,50
CS 411,Artificial Intelligence I,3,10672,LCD,02:00 PM - 02:50 PM,3,"Gmytrasiewicz, P",On Campus,Fall,2014,Afternoon,50
CS 411,Artificial Intelligence I,3,20266,LCD,02:00 PM - 02:50 PM,3,"Gmytrasiewicz, P",On Campus,Fall,2014,Afternoon,50
CS 424,Visualization and Visual Analytics,3,33484,LCD,02:00 PM - 03:15 PM,2,"Johnson, A",On Campus,Fall,2014,Afternoon,75
CS 424,Visualization and Visual Analytics,3,33485,LCD,02:00 PM - 03:15 PM,2,"Johnson, A",On Campus,Fall,2014,Afternoon,75
CS 440,Software Engineering I,3,10674,LCD,11:00 AM - 12:15 PM,2,"Bell, J",On Campus,Fall,2014,Morning,75
CS 440,Software Engineering I,3,20269,LCD,11:00 AM - 12:15 PM,2,"Bell, J",On Campus,Fall,2014,Morning,75
CS 441,Distributed Object Programming Using Middleware,3,10676,LEC,09:30 AM - 10:45 AM,2,"Grechanik, M",On Campus,Fall,2014,Morning,75
CS 441,Distributed Object Programming Using Middleware,3,20270,LEC,09:30 AM - 10:45 AM,2,"Grechanik, M",On Campus,Fall,2014,Morning,75
CS 450,Introduction to Networking,3,10677,LEC,03:00 PM - 03:50 PM,3,"Kanich, C",On Campus,Fall,2014,Afternoon,50
CS 450,Introduction to Networking,3,20271,LEC,03:00 PM - 03:50 PM,3,"Kanich, C",On Campus,Fall,2014,Afternoon,50
CS 466,Advanced Computer Architecture,3,28472,LCD,11:00 AM - 12:15 PM,2,"Theys, M",On Campus,Fall,2014,Morning,75
CS 466,Advanced Computer Architecture,3,28473,LCD,11:00 AM - 12:15 PM,2,"Theys, M",On Campus,Fall,2014,Morning,75
CS 474,Object-Oriented Languages and Environments,3,10680,LCD,02:00 PM - 03:15 PM,2,"Buy, U",On Campus,Fall,2014,Afternoon,75
CS 474,Object-Oriented Languages and Environments,3,20205,LCD,02:00 PM - 03:15 PM,2,"Buy, U",On Campus,Fall,2014,Afternoon,75
CS 475,Object-Oriented Programming,3,37360,LCD,ARRANGED,0,"Trajcevski, G",On Campus,Fall,2014,N/A,0
CS 480,Database Systems,3,10682,LCD,03:30 PM - 04:45 PM,2,"Wolfson, O",On Campus,Fall,2014,Afternoon,75
CS 480,Database Systems,3,13947,LCD,03:30 PM - 04:45 PM,2,"Wolfson, O",On Campus,Fall,2014,Afternoon,75
CS 487,Building Secure Computer Systems,3,28124,LCD,01:00 PM - 01:50 PM,3,"Venkatesan Natarajan, V",On Campus,Fall,2014,Afternoon,50
CS 487,Building Secure Computer Systems,3,28125,LCD,01:00 PM - 01:50 PM,3,"Venkatesan Natarajan, V",On Campus,Fall,2014,Afternoon,50
CS 488,Computer Graphics I,0,36538,LCD,11:00 AM - 12:15 PM,2,"Forbes, A",On Campus,Fall,2014,Morning,75
CS 488,Computer Graphics I,0,36539,LCD,11:00 AM - 12:15 PM,2,"Forbes, A",On Campus,Fall,2014,Morning,75
CS 491,Seminar,1,26942,LCD,12:00 PM - 12:50 PM,3,N/A,On Campus,Fall,2014,Afternoon,50
CS 491,Seminar,1,27041,LCD,12:00 PM - 12:50 PM,3,N/A,On Campus,Fall,2014,Afternoon,50
CS 491,Seminar,1,30285,LCD,12:30 PM - 01:45 PM,2,N/A,On Campus,Fall,2014,Afternoon,75
CS 491,Seminar,1,30757,LCD,12:30 PM - 01:45 PM,2,N/A,On Campus,Fall,2014,Afternoon,75
CS 499,Professional Development Seminar,0,32402,LCD,ARRANGED,0,"Troy, P",On Campus,Fall,2014,N/A,0
CS 501,Computer Algorithms II,4,34850,LCD,11:00 AM - 12:15 PM,2,"Turan, G",On Campus,Fall,2014,Morning,75
CS 501,Computer Algorithms II,4,26929,LCD,02:00 PM - 03:15 PM,2,"DasGupta, B",On Campus,Fall,2014,Afternoon,75
CS 514,Expert Systems,4,22882,LCD,10:00 AM - 10:50 AM,3,"Gmytrasiewicz, P",On Campus,Fall,2014,Morning,50
CS 521,Statistical Natural Language Processing,4,25674,LCD,12:00 PM - 12:50 PM,3,"Di Eugenio, B",On Campus,Fall,2014,Afternoon,50
CS 559,Neural Networks,4,25622,LCD,05:00 PM - 06:15 PM,2,"Graupe, D",On Campus,Fall,2014,Evening,75
CS 565,Physical Design Automation,4,28478,LCD,06:00 PM - 07:15 PM,2,"Dutt, S",On Campus,Fall,2014,Evening,75
CS 566,Parallel Processing,4,33741,LCD,03:30 PM - 04:45 PM,2,"Kshemkalyani, A",On Campus,Fall,2014,Afternoon,75
CS 583,Data Mining and Text Mining,4,30286,LCD,03:30 PM - 04:45 PM,2,"Liu, B",On Campus,Fall,2014,Afternoon,75
CS 586,Data and Web Semantics,4,22888,LEC,12:30 PM - 01:45 PM,2,"Cruz, I",On Campus,Fall,2014,Afternoon,75
CS 587,Computer Systems Security,4,38056,LCD,03:00 PM - 04:15 PM,2,"Solworth, J",On Campus,Fall,2014,Afternoon,75
CS 587,Computer Systems Security,4,29451,LCD,06:30 PM - 07:45 PM,2,"Solworth, J",On Campus,Fall,2014,Evening,75
CS 594,Special Topics,4,27441,LCD,02:00 PM - 03:15 PM,2,N/A,On Campus,Fall,2014,Afternoon,75
CS 100,Discovering Computer Science,3,17397,LCD,02:00 PM - 02:50 PM,3,"Bell, J",On Campus,Spring,2015,Afternoon,50
CS 107,Introduction to Computing and Programming,4,17412,LEC,11:00 AM - 12:15 PM,2,"Wong, K",On Campus,Spring,2015,Morning,75
CS 109,C/C ++ Programming for Engineers with MatLab,3,19466,LCD,02:00 PM - 02:50 PM,2,"Hummel, J",On Campus,Spring,2015,Afternoon,50
CS 111,Program Design I,3,34013,LCD,09:30 AM - 10:45 AM,2,"Troy, P",On Campus,Spring,2015,Morning,75
CS 141,Program Design II,3,34447,LCD,01:00 PM - 01:50 PM,3,"Lillis, J",On Campus,Spring,2015,Afternoon,50
CS 151,Mathematical Foundations of Computing,3,34014,LEC,12:00 PM - 12:50 PM,3,"Gmytrasiewicz, P",On Campus,Spring,2015,Afternoon,50
CS 201,Data Structures and Discrete Mathematics I,4,17418,LCD,12:00 PM - 12:50 PM,1,"Theys, M",On Campus,Spring,2015,Afternoon,50
CS 201,Data Structures and Discrete Mathematics I,4,N/A,LCD,12:30 PM - 01:45 PM,2,N/A,On Campus,Spring,2015,Afternoon,75
CS 211,Programming Practicum,2,34456,LCD,10:00 AM - 10:50 AM,1,"Troy, P",On Campus,Spring,2015,Morning,50
CS 251,Data Structures,4,34460,LCD,11:00 AM - 11:50 AM,3,"Reed, D",On Campus,Spring,2015,Morning,50
CS 261,Machine Organization,3,34463,LCD,02:00 PM - 03:15 PM,2,"Theys, M",On Campus,Spring,2015,Afternoon,75
CS 301,Languages and Automata,3,17422,LEC,01:00 PM - 01:50 PM,3,"Hummel, J",On Campus,Spring,2015,Afternoon,50
CS 341,Programming Language Design and Implementation,1,34723,LCD,11:00 AM - 11:50 AM,3,"Hummel, J",On Campus,Spring,2015,Morning,50
CS 342,Software Design,3,35976,LCD,02:00 PM - 03:15 PM,2,"Buy, U",On Campus,Spring,2015,Afternoon,75
CS 361,Computer Systems,3,36306,LCD,12:30 PM - 01:45 PM,2,"Kanich, C",On Campus,Spring,2015,Afternoon,75
CS 362,Computer Design,3,36309,LCD,09:30 AM - 10:45 AM,2,"Theys, M",On Campus,Spring,2015,Morning,75
CS 377,Communication and Ethical Issues in Computing,3,36312,LCD,12:00 PM - 12:50 PM,2,"Reed, D",On Campus,Spring,2015,Afternoon,50
CS 385,Operating Systems Concepts and Design,3,17428,LCD,03:30 PM - 04:45 PM,2,"Eriksson, J",On Campus,Spring,2015,Afternoon,75
CS 401,Computer Algorithms I,3,17454,LCD,11:00 AM - 11:50 AM,3,"Lenz, J",On Campus,Spring,2015,Morning,50
CS 401,Computer Algorithms I,3,20665,LCD,11:00 AM - 11:50 AM,3,"Lenz, J",On Campus,Spring,2015,Morning,50
CS 401,Computer Algorithms I,3,17455,LCD,12:30 PM - 01:45 PM,2,"Berger-Wolf, T",On Campus,Spring,2015,Afternoon,75
CS 401,Computer Algorithms I,3,20667,LCD,12:30 PM - 01:45 PM,2,"Berger-Wolf, T",On Campus,Spring,2015,Afternoon,75
CS 421,Natural Language Processing,3,28653,LEC,12:30 PM - 01:45 PM,2,"Di Eugenio, B",On Campus,Spring,2015,Afternoon,75
CS 421,Natural Language Processing,3,28654,LEC,12:30 PM - 01:45 PM,2,"Di Eugenio, B",On Campus,Spring,2015,Afternoon,75
CS 422,User Interface Design and Programming,3,19650,LCD,10:00 AM - 10:50 AM,3,"Marai, G",On Campus,Spring,2015,Morning,50
CS 422,User Interface Design and Programming,3,20669,LCD,10:00 AM - 10:50 AM,3,"Marai, G",On Campus,Spring,2015,Morning,50
CS 426,Video Game Design and Development,3,27145,LCD,03:00 PM - 05:30 PM,1,"Tulewicz, M",On Campus,Spring,2015,Afternoon,150
CS 426,Video Game Design and Development,3,27146,LCD,03:00 PM - 05:30 PM,1,"Tulewicz, M",On Campus,Spring,2015,Afternoon,150
CS 440,Software Engineering I,3,29904,LCD,12:00 PM - 12:50 PM,3,"Bell, J",On Campus,Spring,2015,Afternoon,50
CS 440,Software Engineering I,3,29905,LCD,12:00 PM - 12:50 PM,3,"Bell, J",On Campus,Spring,2015,Afternoon,50
CS 442,Software Engineering II,3,33785,LEC,09:30 AM - 10:45 AM,2,"Bell, J",On Campus,Spring,2015,Morning,75
CS 442,Software Engineering II,3,33786,LEC,09:30 AM - 10:45 AM,2,"Bell, J",On Campus,Spring,2015,Morning,75
CS 450,Introduction to Networking,3,17432,LEC,01:00 PM - 01:50 PM,3,"Phung, P",On Campus,Spring,2015,Afternoon,50
CS 450,Introduction to Networking,3,19163,LEC,01:00 PM - 01:50 PM,3,"Phung, P",On Campus,Spring,2015,Afternoon,50
CS 466,Advanced Computer Architecture,3,26694,LCD,09:30 AM - 10:45 AM,2,"Zhu, Z",On Campus,Spring,2015,Morning,75
CS 466,Advanced Computer Architecture,3,26695,LCD,09:30 AM - 10:45 AM,2,"Zhu, Z",On Campus,Spring,2015,Morning,75
CS 469,Computer Systems Design,3,17434,LCD,02:00 PM - 03:15 PM,2,"Rao, W",On Campus,Spring,2015,Afternoon,75
CS 469,Computer Systems Design,3,19165,LCD,02:00 PM - 03:15 PM,2,"Rao, W",On Campus,Spring,2015,Afternoon,75
CS 473,Compiler Design,3,26540,LCD,02:00 PM - 02:50 PM,3,"Gjomemo, R",On Campus,Spring,2015,Afternoon,50
CS 473,Compiler Design,3,26541,LCD,02:00 PM - 02:50 PM,3,"Gjomemo, R",On Campus,Spring,2015,Afternoon,50
CS 477,"Public Policy, Legal, and Ethical Issues in Computing, Privacy, and Security",3,37123,LCD,02:00 PM - 03:15 PM,2,"Sloan, R",On Campus,Spring,2015,Afternoon,75
CS 477,"Public Policy, Legal, and Ethical Issues in Computing, Privacy, and Security",3,37124,LCD,02:00 PM - 03:15 PM,2,"Sloan, R",On Campus,Spring,2015,Afternoon,75
CS 478,Software Development for Mobile Platforms,3,37633,LCD,03:30 PM - 04:45 PM,2,"Buy, U",On Campus,Spring,2015,Afternoon,75
CS 478,Software Development for Mobile Platforms,3,37634,LCD,03:30 PM - 04:45 PM,2,"Buy, U",On Campus,Spring,2015,Afternoon,75
CS 480,Database Systems,3,17438,LCD,03:00 PM - 03:50 PM,3,"Sistla, A",On Campus,Spring,2015,Afternoon,50
CS 480,Database Systems,3,19171,LCD,03:00 PM - 03:50 PM,3,"Sistla, A",On Campus,Spring,2015,Afternoon,50
CS 486,Secure Operating System Design and Implementation,3,37268,LCD,04:00 PM - 04:50 PM,3,"Solworth, J",On Campus,Spring,2015,Afternoon,50
CS 486,Secure Operating System Design and Implementation,3,37269,LCD,04:00 PM - 04:50 PM,3,"Solworth, J",On Campus,Spring,2015,Afternoon,50
CS 491,Seminar,1,34895,LCD,02:00 PM - 03:15 PM,2,"Ziebart, B",On Campus,Spring,2015,Afternoon,75
CS 491,Seminar,1,34896,LCD,02:00 PM - 03:15 PM,2,"Ziebart, B",On Campus,Spring,2015,Afternoon,75
CS 491,Seminar,1,37631,LCD,05:00 PM - 07:30 PM,1,"Jones, S",On Campus,Spring,2015,Evening,150
CS 491,Seminar,1,37632,LCD,05:00 PM - 07:30 PM,1,"Jones, S",On Campus,Spring,2015,Evening,150
CS 499,Professional Development Seminar,0,30640,LCD,ARRANGED,0,"Lillis, J",On Campus,Spring,2015,N/A,0
CS 501,Computer Algorithms II,4,33788,LCD,03:30 PM - 04:45 PM,2,"DasGupta, B",On Campus,Spring,2015,Afternoon,75
CS 502,Design and Analysis of Efficient Algorithms in Computational Molecular Biology,4,23104,LCD,02:00 PM - 03:15 PM,2,"DasGupta, B",On Campus,Spring,2015,Afternoon,75
CS 511,Artificial Intelligence II,4,17442,LCD,11:00 AM - 11:50 AM,3,"Gmytrasiewicz, P",On Campus,Spring,2015,Morning,50
CS 524,Visualization and Visual Analytics II,4,32362,LCD,09:30 AM - 10:45 AM,2,"Forbes, A",On Campus,Spring,2015,Morning,75
CS 528,Virtual Reality,4,36788,LCD,02:00 PM - 03:15 PM,2,"Johnson, A",On Campus,Spring,2015,Afternoon,75
CS 540,Advanced Topics in Software Engineering,4,37332,LCD,12:30 PM - 01:45 PM,2,"Grechanik, M",On Campus,Spring,2015,Afternoon,75
CS 553,Distributed Computing Systems,4,31243,LCD,02:00 PM - 03:15 PM,2,"Kshemkalyani, A",On Campus,Spring,2015,Afternoon,75
CS 566,Parallel Processing,4,33563,LCD,06:00 PM - 07:15 PM,2,"Dutt, S",On Campus,Spring,2015,Evening,75
CS 569,High-Performance Processors and Systems,4,27021,LCD,11:00 AM - 12:15 PM,2,"Zhu, Z",On Campus,Spring,2015,Morning,75
CS 581,Database Management Systems,4,28655,LCD,02:00 PM - 03:15 PM,2,"Wolfson, O",On Campus,Spring,2015,Afternoon,75
CS 583,Data Mining and Text Mining,4,25479,LCD,12:30 PM - 01:45 PM,2,"Liu, B",On Campus,Spring,2015,Afternoon,75
CS 590,Research Methods in Computer Science,4,34836,LCD,09:30 AM - 10:45 AM,2,"Zuck, L",On Campus,Spring,2015,Morning,75
CS 594,Special Topics,4,33649,LCD,ARRANGED,0,"Berger-Wolf, T",On Campus,Spring,2015,N/A,0
CS 594,Special Topics,4,34724,LCD,12:15 PM - 02:45 PM,1,"Sistla, A; Zefran, M",On Campus,Spring,2015,Afternoon,150
