Course Code,Course Title,Credits,CRN,Section Type,Time,Days per Week,Instructor,Method,Semester,Year,Time of Day,Duration of Class (minutes)
CS 412,Introduction to Machine Learning,3,38115,LCD,02:00 PM - 03:15 PM,2,"Ziebart, B",On Campus,Spring,2017,Afternoon,75
CS 421,Natural Language Processing,3,28653,LEC,06:00 PM - 08:30 PM,1,"Petrov, P",On Campus,Spring,2017,Evening,150
CS 421,Natural Language Processing,3,28654,LEC,06:00 PM - 08:30 PM,1,"Petrov, P",On Campus,Spring,2017,Evening,150
CS 422,User Interface Design and Programming,3,19650,LCD,02:00 PM - 03:15 PM,2,"Johnson, A",On Campus,Spring,2017,Afternoon,75
CS 422,User Interface Design and Programming,3,20669,LCD,02:00 PM - 03:15 PM,2,"Johnson, A",On Campus,Spring,2017,Afternoon,75
CS 426,Video Game Design and Development,3,27145,LCD,03:30 PM - 06:00 PM,1,"Marai, G",On Campus,Spring,2017,Afternoon,150
CS 426,Video Game Design and Development,3,27146,LCD,03:30 PM - 06:00 PM,1,"Marai, G",On Campus,Spring,2017,Afternoon,150
CS 440,Software Engineering I,3,29904,LCD,12:00 PM - 12:50 PM,3,"Bell, J",On Campus,Spring,2017,Afternoon,50
CS 440,Software Engineering I,3,29905,LCD,12:00 PM - 12:50 PM,3,"Bell, J",On Campus,Spring,2017,Afternoon,50
CS 442,Software Engineering II,3,33785,LEC,10:00 AM - 10:50 AM,3,"Bell, J",On Campus,Spring,2017,Morning,50
CS 442,Software Engineering II,3,33786,LEC,10:00 AM - 10:50 AM,3,"Bell, J",On Campus,Spring,2017,Morning,50
CS 450,Introduction to Networking,3,17432,LEC,03:00 PM - 03:50 PM,3,"Kanich, C",On Campus,Spring,2017,Afternoon,50
CS 450,Introduction to Networking,3,19163,LEC,03:00 PM - 03:50 PM,3,"Kanich, C",On Campus,Spring,2017,Afternoon,50
CS 466,Advanced Computer Architecture,3,26694,LCD,09:30 AM - 10:45 AM,2,"Zhu, Z",On Campus,Spring,2017,Morning,75
CS 466,Advanced Computer Architecture,3,26695,LCD,09:30 AM - 10:45 AM,2,"Zhu, Z",On Campus,Spring,2017,Morning,75
CS 469,Computer Systems Design,3,17434,LCD,02:00 PM - 03:15 PM,2,"Khaleghi, S",On Campus,Spring,2017,Afternoon,75
CS 469,Computer Systems Design,3,19165,LCD,02:00 PM - 03:15 PM,2,"Khaleghi, S",On Campus,Spring,2017,Afternoon,75
CS 473,Compiler Design,3,39849,LCD,12:30 PM - 01:45 PM,2,"Venkatesan Natarajan, V",On Campus,Spring,2017,Afternoon,75
CS 473,Compiler Design,3,39850,LCD,12:30 PM - 01:45 PM,2,"Venkatesan Natarajan, V",On Campus,Spring,2017,Afternoon,75
CS 474,Object-Oriented Languages and Environments,3,38616,LCD,02:00 PM - 03:15 PM,2,"Buy, U",On Campus,Spring,2017,Afternoon,75
CS 474,Object-Oriented Languages and Environments,3,38617,LCD,02:00 PM - 03:15 PM,2,"Buy, U",On Campus,Spring,2017,Afternoon,75
CS 477,"Public Policy, Legal, and Ethical Issues in Computing, Privacy, and Security",3,37123,LCD,02:00 PM - 03:15 PM,2,"Sloan, R",On Campus,Spring,2017,Afternoon,75
CS 477,"Public Policy, Legal, and Ethical Issues in Computing, Privacy, and Security",3,37124,LCD,02:00 PM - 03:15 PM,2,"Sloan, R",On Campus,Spring,2017,Afternoon,75
CS 478,Software Development for Mobile Platforms,3,37633,LCD,03:30 PM - 04:45 PM,2,"Buy, U",On Campus,Spring,2017,Afternoon,75
CS 478,Software Development for Mobile Platforms,3,37634,LCD,03:30 PM - 04:45 PM,2,"Buy, U",On Campus,Spring,2017,Afternoon,75
CS 480,Database Systems,3,17438,LCD,03:30 PM - 04:45 PM,2,"Sistla, A",On Campus,Spring,2017,Afternoon,75
CS 480,Database Systems,3,19171,LCD,03:30 PM - 04:45 PM,2,"Sistla, A",On Campus,Spring,2017,Afternoon,75
CS 489,Human Augmentics,2,38327,LCD,11:00 AM - 12:15 PM,2,"Kenyon, R",On Campus,Spring,2017,Morning,75
CS 489,Human Augmentics,2,38328,LCD,11:00 AM - 12:15 PM,2,"Kenyon, R",On Campus,Spring,2017,Morning,75
CS 499,Professional Development Seminar,0,30640,LCD,ARRANGED,0,"Hummel, J",On Campus,Spring,2017,N/A,0
CS 501,Computer Algorithms II,4,33788,LCD,11:00 AM - 11:50 AM,3,"Turan, G",On Campus,Spring,2017,Morning,50
CS 502,Design and Analysis of Efficient Algorithms in Computational Molecular Biology,4,23104,LCD,02:00 PM - 03:15 PM,2,"Berger-Wolf, T",On Campus,Spring,2017,Afternoon,75
CS 511,Artificial Intelligence II,4,17442,LCD,11:00 AM - 11:50 AM,3,"Gmytrasiewicz, P",On Campus,Spring,2017,Morning,50
CS 514,Applied Artificial Intelligence,4,38618,LCD,10:00 AM - 10:50 AM,3,"Gmytrasiewicz, P",On Campus,Spring,2017,Morning,50
CS 522,Human-Computer Interaction,4,39385,LCD,12:30 PM - 01:45 PM,2,"Chattopadhyay, D",On Campus,Spring,2017,Afternoon,75
CS 523,Multi-Media Systems,4,38501,LCD,03:30 PM - 05:50 PM,1,"Forbes, A",On Campus,Spring,2017,Afternoon,140
CS 553,Distributed Computing Systems,4,31243,LCD,02:00 PM - 03:15 PM,2,"Zuck, L",On Campus,Spring,2017,Afternoon,75
CS 569,High-Performance Processors and Systems,4,27021,LCD,11:00 AM - 12:15 PM,2,"Zhu, Z",On Campus,Spring,2017,Morning,75
CS 581,Database Management Systems,4,28655,LCD,02:00 PM - 03:15 PM,2,"Wolfson, O",On Campus,Spring,2017,Afternoon,75
CS 583,Data Mining and Text Mining,4,25479,LCD,12:30 PM - 01:45 PM,2,"Liu, B",On Campus,Spring,2017,Afternoon,75
CS 583,Data Mining and Text Mining,4,39840,LCD,03:30 PM - 04:45 PM,2,"Liu, B",On Campus,Spring,2017,Afternoon,75
CS 588,Security and Privacy in Networked and Distributed Systems,4,38552,LCD,03:00 PM - 04:15 PM,2,"Solworth, J",On Campus,Spring,2017,Afternoon,75
CS 590,Research Methods in Computer Science,4,34836,LCD,03:30 PM - 06:00 PM,1,"Checkoway, S",On Campus,Spring,2017,Afternoon,150
CS 594,Special Topics,4,38551,LCD,12:30 PM - 01:45 PM,2,"Vamanan, B",On Campus,Spring,2017,Afternoon,75
CS 594,Special Topics,4,33792,LCD,03:30 PM - 04:45 PM,2,"DasGupta, B",On Campus,Spring,2017,Afternoon,75
CS 109,C/C ++ Programming for Engineers with MatLab,3,16592,LCD,02:00 PM - 03:40 PM,2,"Bell, J",On Campus,Summer,2017,Afternoon,100
CS 141,Program Design II,3,21448,LCD,10:00 AM - 12:30 PM,2,"Lillis, J",On Campus,Summer,2017,Morning,150
CS 151,Mathematical Foundations of Computing,3,21451,LEC,02:00 PM - 04:30 PM,2,"Retterer-Moore, J",On Campus,Summer,2017,Afternoon,150
CS 251,Data Structures,4,21814,LCD,10:00 AM - 12:30 PM,2,"Lillis, J",On Campus,Summer,2017,Morning,150
CS 342,Software Design,3,21817,LCD,12:00 PM - 01:40 PM,3,"Snyder, P",On Campus,Summer,2017,Afternoon,100
CS 401,Computer Algorithms I,3,14209,LCD,10:00 AM - 11:40 AM,3,"Thulin, F",On Campus,Summer,2017,Morning,100
CS 401,Computer Algorithms I,3,15054,LCD,10:00 AM - 11:40 AM,3,"Thulin, F",On Campus,Summer,2017,Morning,100
CS 100,Discovering Computer Science,3,10615,LCD,01:00 PM - 01:50 PM,3,"Reed, D",On Campus,Fall,2017,Afternoon,50
CS 107,Introduction to Computing and Programming,4,10634,LEC,03:30 PM - 04:45 PM,2,"Theys, M",On Campus,Fall,2017,Afternoon,75
CS 109,C/C ++ Programming for Engineers with MatLab,3,36425,LCD,04:00 PM - 04:50 PM,2,"Hummel, J",On Campus,Fall,2017,Afternoon,50
CS 110,MATLAB Programming for Engineers,1,41425,LCD,04:00 PM - 04:50 PM,2,"Hummel, J",On Campus,Fall,2017,Afternoon,50
CS 111,Program Design I,3,34656,LCD,12:30 PM - 01:45 PM,2,"Taylor, C",On Campus,Fall,2017,Afternoon,75
CS 111,Program Design I,3,40304,LCD,12:30 PM - 01:45 PM,2,"Sloan, R",On Campus,Fall,2017,Afternoon,75
CS 141,Program Design II,3,34657,LCD,03:00 PM - 03:50 PM,3,"Reed, D",On Campus,Fall,2017,Afternoon,50
CS 151,Mathematical Foundations of Computing,3,40974,LEC,11:00 AM - 11:50 AM,3,"Bello-Lander, G",On Campus,Fall,2017,Morning,50
CS 151,Mathematical Foundations of Computing,3,34858,LEC,01:00 PM - 01:50 PM,3,"Bello-Lander, G",On Campus,Fall,2017,Afternoon,50
CS 211,Programming Practicum,2,34861,LCD,05:00 PM - 05:50 PM,1,"Troy, P",On Campus,Fall,2017,Evening,50
CS 251,Data Structures,4,36203,LCD,09:00 AM - 09:50 AM,3,"Lillis, J",On Campus,Fall,2017,Morning,50
CS 251,Data Structures,4,40507,LCD,12:00 PM - 12:50 PM,3,"Lillis, J",On Campus,Fall,2017,Afternoon,50
CS 261,Machine Organization,3,36391,LCD,09:30 AM - 10:45 AM,2,"Theys, M",On Campus,Fall,2017,Morning,75
CS 261,Machine Organization,3,41014,LCD,02:00 PM - 03:15 PM,2,"Theys, M",On Campus,Fall,2017,Afternoon,75
CS 301,Languages and Automata,3,10647,LEC,04:00 PM - 05:15 PM,2,"DasGupta, B",On Campus,Fall,2017,Afternoon,75
CS 341,Programming Language Design and Implementation,0,36202,LCD,01:00 PM - 01:50 PM,3,"Hummel, J",On Campus,Fall,2017,Afternoon,50
CS 342,Software Design,3,37162,LCD,11:00 AM - 12:15 PM,2,"Troy, P; Wei, G",On Campus,Fall,2017,Morning,75
CS 342,Software Design,3,40973,LCD,12:30 PM - 01:45 PM,2,"Troy, P; Wei, G",On Campus,Fall,2017,Afternoon,75
CS 361,Computer Systems,3,36535,LCD,02:00 PM - 03:15 PM,2,"Bell, J",On Campus,Fall,2017,Afternoon,75
CS 362,Computer Design,3,36196,LCD,09:30 AM - 10:45 AM,2,"Taylor, C",On Campus,Fall,2017,Morning,75
CS 377,Communication and Ethical Issues in Computing,3,36199,LCD,12:00 PM - 12:50 PM,2,"Burton, E",On Campus,Fall,2017,Afternoon,50
CS 377,Communication and Ethical Issues in Computing,3,38340,LCD,01:00 PM - 01:50 PM,2,"Burton, E",On Campus,Fall,2017,Afternoon,50
CS 377,Communication and Ethical Issues in Computing,3,39429,LCD,02:00 PM - 02:50 PM,2,"Burton, E",On Campus,Fall,2017,Afternoon,50
CS 377,Communication and Ethical Issues in Computing,3,41404,LCD,04:00 PM - 04:50 PM,2,"Burton, E",On Campus,Fall,2017,Afternoon,50
CS 385,Operating Systems Concepts and Design,3,10654,LCD,03:30 PM - 04:45 PM,2,"Eriksson, J",On Campus,Fall,2017,Afternoon,75
CS 401,Computer Algorithms I,3,35218,LCD,12:30 PM - 01:45 PM,2,"Berger-Wolf, T",On Campus,Fall,2017,Afternoon,75
CS 401,Computer Algorithms I,3,35219,LCD,12:30 PM - 01:45 PM,2,"Berger-Wolf, T",On Campus,Fall,2017,Afternoon,75
CS 401,Computer Algorithms I,3,10669,LCD,02:00 PM - 02:50 PM,3,"Reyzin, L",On Campus,Fall,2017,Afternoon,50
CS 401,Computer Algorithms I,3,20262,LCD,02:00 PM - 02:50 PM,3,"Reyzin, L",On Campus,Fall,2017,Afternoon,50
CS 401,Computer Algorithms I,3,41675,LCD,03:00 PM - 04:15 PM,2,"Sidiropoulos, A",On Campus,Fall,2017,Afternoon,75
CS 401,Computer Algorithms I,3,41676,LCD,03:00 PM - 04:15 PM,2,"Sidiropoulos, A",On Campus,Fall,2017,Afternoon,75
CS 401,Computer Algorithms I,3,39067,LCD,03:30 PM - 04:45 PM,2,"Ziebart, B",On Campus,Fall,2017,Afternoon,75
CS 401,Computer Algorithms I,3,39068,LCD,03:30 PM - 04:45 PM,2,"Ziebart, B",On Campus,Fall,2017,Afternoon,75
CS 411,Artificial Intelligence I,3,10672,LCD,09:00 AM - 09:50 AM,3,"Gmytrasiewicz, P",On Campus,Fall,2017,Morning,50
CS 411,Artificial Intelligence I,3,20266,LCD,09:00 AM - 09:50 AM,3,"Gmytrasiewicz, P",On Campus,Fall,2017,Morning,50
CS 412,Introduction to Machine Learning,3,38992,LCD,09:30 AM - 10:45 AM,2,"Zhang, X",On Campus,Fall,2017,Morning,75
CS 412,Introduction to Machine Learning,3,38993,LCD,09:30 AM - 10:45 AM,2,"Zhang, X",On Campus,Fall,2017,Morning,75
CS 425,Computer Graphics I,0,38706,LCD,12:30 PM - 01:45 PM,2,"Kenyon, R",On Campus,Fall,2017,Afternoon,75
CS 425,Computer Graphics I,0,38721,LCD,12:30 PM - 01:45 PM,2,"Kenyon, R",On Campus,Fall,2017,Afternoon,75
CS 426,Video Game Design and Development,3,41357,LCD,04:00 PM - 06:30 PM,1,"Marai, G",On Campus,Fall,2017,Afternoon,150
CS 426,Video Game Design and Development,3,41358,LCD,04:00 PM - 06:30 PM,1,"Marai, G",On Campus,Fall,2017,Afternoon,150
CS 440,Software Engineering I,3,38984,LCD,02:00 PM - 02:50 PM,3,"Bell, J",On Campus,Fall,2017,Afternoon,50
CS 440,Software Engineering I,3,38985,LCD,02:00 PM - 02:50 PM,3,"Bell, J",On Campus,Fall,2017,Afternoon,50
CS 440,Software Engineering I,3,41679,LCD,04:00 PM - 04:50 PM,3,"Bell, J",On Campus,Fall,2017,Afternoon,50
CS 440,Software Engineering I,3,41680,LCD,04:00 PM - 04:50 PM,3,"Bell, J",On Campus,Fall,2017,Afternoon,50
CS 441,Engineering Distributed Objects For Cloud Computing,3,39826,LCD,02:00 PM - 03:15 PM,2,"Grechanik, M",On Campus,Fall,2017,Afternoon,75
CS 441,Engineering Distributed Objects For Cloud Computing,3,39827,LCD,02:00 PM - 03:15 PM,2,"Grechanik, M",On Campus,Fall,2017,Afternoon,75
CS 450,Introduction to Networking,3,10677,LEC,03:00 PM - 03:50 PM,3,"Vamanan, B",On Campus,Fall,2017,Afternoon,50
CS 450,Introduction to Networking,3,20271,LEC,03:00 PM - 03:50 PM,3,"Vamanan, B",On Campus,Fall,2017,Afternoon,50
CS 466,Advanced Computer Architecture,3,28472,LCD,11:00 AM - 12:15 PM,2,"Zhu, Z",On Campus,Fall,2017,Morning,75
CS 466,Advanced Computer Architecture,3,28473,LCD,11:00 AM - 12:15 PM,2,"Zhu, Z",On Campus,Fall,2017,Morning,75
CS 474,Object-Oriented Languages and Environments,3,38902,LCD,12:30 PM - 01:45 PM,2,"Grechanik, M",On Campus,Fall,2017,Afternoon,75
CS 474,Object-Oriented Languages and Environments,3,38903,LCD,12:30 PM - 01:45 PM,2,"Grechanik, M",On Campus,Fall,2017,Afternoon,75
CS 475,Object-Oriented Programming,3,37360,LCD,ARRANGED,0,"Trajcevski, G",On Campus,Fall,2017,N/A,0
CS 478,Software Development for Mobile Platforms,3,41618,LCD,09:30 AM - 10:45 AM,2,"Buy, U",On Campus,Fall,2017,Morning,75
CS 478,Software Development for Mobile Platforms,3,41619,LCD,09:30 AM - 10:45 AM,2,"Buy, U",On Campus,Fall,2017,Morning,75
CS 480,Database Systems,3,41677,LCD,05:00 PM - 06:15 PM,2,"Sistla, A",On Campus,Fall,2017,Evening,75
CS 480,Database Systems,3,41678,LCD,05:00 PM - 06:15 PM,2,"Sistla, A",On Campus,Fall,2017,Evening,75
CS 480,Database Systems,3,10682,LCD,05:00 PM - 06:15 PM,2,"Wolfson, O",On Campus,Fall,2017,Evening,75
CS 480,Database Systems,3,13947,LCD,05:00 PM - 06:15 PM,2,"Wolfson, O",On Campus,Fall,2017,Evening,75
CS 487,Building Secure Computer Systems,3,28124,LCD,01:00 PM - 01:50 PM,3,"Checkoway, S",On Campus,Fall,2017,Afternoon,50
CS 487,Building Secure Computer Systems,3,28125,LCD,01:00 PM - 01:50 PM,3,"Checkoway, S",On Campus,Fall,2017,Afternoon,50
CS 491,Seminar,1,39059,LCD,ARRANGED,0,"Kenyon, R",On Campus,Fall,2017,N/A,0
CS 491,Seminar,1,30285,LCD,09:00 AM - 11:40 AM,1,"Tsoupikova, D",On Campus,Fall,2017,Morning,160
CS 491,Seminar,1,30757,LCD,09:00 AM - 11:40 AM,1,"Tsoupikova, D",On Campus,Fall,2017,Morning,160
CS 491,Seminar,1,38956,LCD,12:30 PM - 01:45 PM,2,"Johnson, A",On Campus,Fall,2017,Afternoon,75
CS 491,Seminar,1,38963,LCD,12:30 PM - 01:45 PM,2,"Johnson, A",On Campus,Fall,2017,Afternoon,75
CS 491,Seminar,1,26942,LCD,02:00 PM - 05:00 PM,1,"Buy, U",On Campus,Fall,2017,Afternoon,180
CS 491,Seminar,1,27041,LCD,02:00 PM - 05:00 PM,1,"Buy, U",On Campus,Fall,2017,Afternoon,180
CS 491,Seminar,1,41657,LCD,03:00 PM - 04:15 PM,2,"Kanich, C",On Campus,Fall,2017,Afternoon,75
CS 491,Seminar,1,41667,LCD,03:00 PM - 04:15 PM,2,"Kanich, C",On Campus,Fall,2017,Afternoon,75
CS 499,Professional Development Seminar,0,32402,LCD,ARRANGED,0,"Hummel, J",On Campus,Fall,2017,N/A,0
CS 502,Design and Analysis of Efficient Algorithms in Computational Molecular Biology,4,41831,LCD,03:30 PM - 04:45 PM,2,"Berger-Wolf, T",On Campus,Fall,2017,Afternoon,75
CS 510,Introduction to Cognitive Science,1,41406,LCD,03:00 PM - 05:50 PM,1,"Ohlsson, S",On Campus,Fall,2017,Afternoon,170
CS 514,Applied Artificial Intelligence,4,22882,LCD,10:00 AM - 10:50 AM,3,"Gmytrasiewicz, P",On Campus,Fall,2017,Morning,50
CS 521,Statistical Natural Language Processing,4,25674,LCD,09:30 AM - 10:45 AM,2,"Di Eugenio, B",On Campus,Fall,2017,Morning,75
CS 522,Human-Computer Interaction,4,37373,LCD,02:00 PM - 03:15 PM,2,"Chattopadhyay, D",On Campus,Fall,2017,Afternoon,75
CS 527,Computer Animation,4,41070,LCD,04:00 PM - 06:30 PM,1,"Marai, G",On Campus,Fall,2017,Afternoon,150
CS 553,Distributed Computing Systems,4,39828,LCD,02:00 PM - 03:15 PM,2,"Kshemkalyani, A",On Campus,Fall,2017,Afternoon,75
CS 559,Neural Networks,4,25622,LCD,02:00 PM - 02:50 PM,3,"Koyuncu, E",On Campus,Fall,2017,Afternoon,50
CS 565,Physical Design Automation,4,28478,LCD,06:00 PM - 07:15 PM,2,"Dutt, S",On Campus,Fall,2017,Evening,75
CS 566,Parallel Processing,4,33741,LCD,03:30 PM - 04:45 PM,2,"Kshemkalyani, A",On Campus,Fall,2017,Afternoon,75
CS 583,Data Mining and Text Mining,4,30286,LCD,03:30 PM - 04:45 PM,2,"Liu, B",On Campus,Fall,2017,Afternoon,75
CS 584,Advanced Data Mining,4,33487,LEC,09:30 AM - 10:45 AM,2,"Yu, P",On Campus,Fall,2017,Morning,75
CS 587,Computer Systems Security,4,38056,LCD,06:00 PM - 07:15 PM,2,"Solworth, J",On Campus,Fall,2017,Evening,75
CS 594,Special Topics,4,40393,LCD,03:00 PM - 04:15 PM,2,"Zheleva, E",On Campus,Fall,2017,Afternoon,75
CS 100,Discovering Computer Science,3,17397,LCD,03:00 PM - 03:50 PM,3,"Reed, D",On Campus,Spring,2018,Afternoon,50
CS 107,Introduction to Computing and Programming,4,17412,LEC,03:30 PM - 04:45 PM,2,"Theys, M",On Campus,Spring,2018,Afternoon,75
CS 109,C/C ++ Programming for Engineers with MatLab,3,19466,LCD,10:00 AM - 10:50 AM,2,"Hummel, J",On Campus,Spring,2018,Morning,50
CS 110,MATLAB Programming for Engineers,1,40117,LCD,10:00 AM - 10:50 AM,2,"Hummel, J",On Campus,Spring,2018,Morning,50
CS 111,Program Design I,3,34013,LCD,09:30 AM - 10:45 AM,2,"Troy, P",On Campus,Spring,2018,Morning,75
CS 111,Program Design I,3,40575,LCD,09:30 AM - 10:45 AM,2,"Sloan, R",On Campus,Spring,2018,Morning,75
CS 141,Program Design II,3,34447,LCD,04:00 PM - 05:15 PM,2,"Reed, D",On Campus,Spring,2018,Afternoon,75
CS 141,Program Design II,3,40571,LCD,01:00 PM - 01:50 PM,3,"Reed, D",On Campus,Spring,2018,Afternoon,50
CS 151,Mathematical Foundations of Computing,3,34014,LEC,02:00 PM - 02:50 PM,3,"Bello-Lander, G",On Campus,Spring,2018,Afternoon,50
CS 151,Mathematical Foundations of Computing,3,40572,LEC,03:00 PM - 03:50 PM,3,"Bello-Lander, G",On Campus,Spring,2018,Afternoon,50
CS 201,Data Structures and Discrete Mathematics I,4,17418,LCD,12:00 PM - 12:50 PM,1,"Lillis, J",On Campus,Spring,2018,Afternoon,50
CS 201,Data Structures and Discrete Mathematics I,4,N/A,LCD,12:30 PM - 01:45 PM,2,N/A,On Campus,Spring,2018,Afternoon,75
CS 211,Programming Practicum,2,34456,LCD,10:00 AM - 10:50 AM,1,"Troy, P",On Campus,Spring,2018,Morning,50
CS 251,Data Structures,4,34460,LCD,11:00 AM - 11:50 AM,3,"Lillis, J",On Campus,Spring,2018,Morning,50
CS 251,Data Structures,4,40573,LCD,09:00 AM - 09:50 AM,3,"Lillis, J",On Campus,Spring,2018,Morning,50
CS 261,Machine Organization,3,34463,LCD,12:30 PM - 01:45 PM,2,"Theys, M",On Campus,Spring,2018,Afternoon,75
CS 301,Languages and Automata,3,17422,LEC,04:00 PM - 05:15 PM,2,"Checkoway, S",On Campus,Spring,2018,Afternoon,75
CS 301,Languages and Automata,3,40574,LEC,12:00 PM - 12:50 PM,3,"Bello-Lander, G",On Campus,Spring,2018,Afternoon,50
CS 341,Programming Language Design and Implementation,0,34723,LCD,04:00 PM - 04:50 PM,3,"Hummel, J",On Campus,Spring,2018,Afternoon,50
CS 342,Software Design,3,35976,LCD,03:30 PM - 04:45 PM,2,"Bell, J",On Campus,Spring,2018,Afternoon,75
CS 361,Systems Programming,3,36306,LCD,02:00 PM - 03:15 PM,2,"Taylor, C",On Campus,Spring,2018,Afternoon,75
CS 362,Computer Design,3,36309,LCD,11:00 AM - 12:15 PM,2,"Theys, M",On Campus,Spring,2018,Morning,75
CS 377,Communication and Ethical Issues in Computing,3,36312,LCD,09:00 AM - 09:50 AM,2,"Burton, E",On Campus,Spring,2018,Morning,50
CS 377,Communication and Ethical Issues in Computing,3,38111,LCD,12:00 PM - 12:50 PM,2,"Burton, E",On Campus,Spring,2018,Afternoon,50
CS 377,Communication and Ethical Issues in Computing,3,39374,LCD,01:00 PM - 01:50 PM,2,"Burton, E",On Campus,Spring,2018,Afternoon,50
CS 377,Communication and Ethical Issues in Computing,3,40663,LCD,02:00 PM - 02:50 PM,2,"Burton, E",On Campus,Spring,2018,Afternoon,50
CS 401,Computer Algorithms I,3,17454,LCD,11:00 AM - 11:50 AM,3,"Turan, G",On Campus,Spring,2018,Morning,50
CS 401,Computer Algorithms I,3,20665,LCD,11:00 AM - 11:50 AM,3,"Turan, G",On Campus,Spring,2018,Morning,50
CS 401,Computer Algorithms I,3,41266,LCD,12:00 PM - 12:50 PM,3,"Kshemkalyani, A",On Campus,Spring,2018,Afternoon,50
CS 401,Computer Algorithms I,3,41267,LCD,12:00 PM - 12:50 PM,3,"Kshemkalyani, A",On Campus,Spring,2018,Afternoon,50
CS 401,Computer Algorithms I,3,17455,LCD,12:30 PM - 01:45 PM,2,"DasGupta, B",On Campus,Spring,2018,Afternoon,75
CS 401,Computer Algorithms I,3,20667,LCD,12:30 PM - 01:45 PM,2,"DasGupta, B",On Campus,Spring,2018,Afternoon,75
CS 411,Artificial Intelligence I,3,38549,LCD,04:00 PM - 05:15 PM,2,"Ziebart, B",On Campus,Spring,2018,Afternoon,75
CS 411,Artificial Intelligence I,3,38550,LCD,04:00 PM - 05:15 PM,2,"Ziebart, B",On Campus,Spring,2018,Afternoon,75
CS 412,Introduction to Machine Learning,3,38114,LCD,02:00 PM - 03:15 PM,2,"Zheleva, E",On Campus,Spring,2018,Afternoon,75
CS 412,Introduction to Machine Learning,3,38115,LCD,02:00 PM - 03:15 PM,2,"Zheleva, E",On Campus,Spring,2018,Afternoon,75
CS 418,Introduction to Data Science,3,41110,LEC,01:00 PM - 03:30 PM,1,"Cruz, I",On Campus,Spring,2018,Afternoon,150
CS 418,Introduction to Data Science,3,41111,LEC,01:00 PM - 03:30 PM,1,"Cruz, I",On Campus,Spring,2018,Afternoon,150
CS 421,Natural Language Processing,3,28653,LEC,09:30 AM - 10:45 AM,2,"Di Eugenio, B",On Campus,Spring,2018,Morning,75
CS 421,Natural Language Processing,3,28654,LEC,09:30 AM - 10:45 AM,2,"Di Eugenio, B",On Campus,Spring,2018,Morning,75
CS 422,User Interface Design and Programming,3,19650,LCD,02:00 PM - 03:15 PM,2,"Chattopadhyay, D",On Campus,Spring,2018,Afternoon,75
CS 422,User Interface Design and Programming,3,20669,LCD,02:00 PM - 03:15 PM,2,"Chattopadhyay, D",On Campus,Spring,2018,Afternoon,75
CS 424,Visualization and Visual Analytics,3,40669,LCD,03:30 PM - 04:45 PM,2,"Johnson, A",On Campus,Spring,2018,Afternoon,75
CS 424,Visualization and Visual Analytics,3,40670,LCD,03:30 PM - 04:45 PM,2,"Johnson, A",On Campus,Spring,2018,Afternoon,75
CS 426,Video Game Design and Development,3,27145,LCD,04:00 PM - 06:30 PM,1,"Marai, G",On Campus,Spring,2018,Afternoon,150
CS 426,Video Game Design and Development,3,27146,LCD,04:00 PM - 06:30 PM,1,"Marai, G",On Campus,Spring,2018,Afternoon,150
CS 440,Software Engineering I,3,29904,LCD,12:00 PM - 12:50 PM,3,"Bell, J",On Campus,Spring,2018,Afternoon,50
CS 440,Software Engineering I,3,29905,LCD,12:00 PM - 12:50 PM,3,"Bell, J",On Campus,Spring,2018,Afternoon,50
CS 442,Software Engineering II,3,33785,LEC,10:00 AM - 10:50 AM,3,"Bell, J",On Campus,Spring,2018,Morning,50
CS 442,Software Engineering II,3,33786,LEC,10:00 AM - 10:50 AM,3,"Bell, J",On Campus,Spring,2018,Morning,50
CS 450,Introduction to Networking,3,17432,LEC,05:00 PM - 06:15 PM,2,"Kanich, C",On Campus,Spring,2018,Evening,75
CS 450,Introduction to Networking,3,19163,LEC,05:00 PM - 06:15 PM,2,"Kanich, C",On Campus,Spring,2018,Evening,75
CS 466,Advanced Computer Architecture,3,26694,LCD,09:30 AM - 10:45 AM,2,"Zhu, Z",On Campus,Spring,2018,Morning,75
CS 466,Advanced Computer Architecture,3,26695,LCD,09:30 AM - 10:45 AM,2,"Zhu, Z",On Campus,Spring,2018,Morning,75
CS 469,Hardware Description Language Modeling and Datapath Design,0,17434,LEC,02:00 PM - 03:15 PM,1,"Rao, W",On Campus,Spring,2018,Afternoon,75
CS 469,Hardware Description Language Modeling and Datapath Design,0,19165,LEC,02:00 PM - 03:15 PM,1,"Rao, W",On Campus,Spring,2018,Afternoon,75
CS 473,Compiler Design,3,39849,LCD,12:30 PM - 01:45 PM,2,"Venkatesan Natarajan, V",On Campus,Spring,2018,Afternoon,75
CS 473,Compiler Design,3,39850,LCD,12:30 PM - 01:45 PM,2,"Venkatesan Natarajan, V",On Campus,Spring,2018,Afternoon,75
CS 474,Object-Oriented Languages and Environments,3,38616,LCD,02:00 PM - 03:15 PM,2,"Buy, U",On Campus,Spring,2018,Afternoon,75
CS 474,Object-Oriented Languages and Environments,3,38617,LCD,02:00 PM - 03:15 PM,2,"Buy, U",On Campus,Spring,2018,Afternoon,75
CS 478,Software Development for Mobile Platforms,3,37633,LCD,03:30 PM - 04:45 PM,2,"Buy, U",On Campus,Spring,2018,Afternoon,75
CS 478,Software Development for Mobile Platforms,3,37634,LCD,03:30 PM - 04:45 PM,2,"Buy, U",On Campus,Spring,2018,Afternoon,75
